"P0",,,,,,,,,,,,,,"P1",,,,,,,,,,,,,"P2",,,,,,,,,,,,,"P3",,,,,,,,,,,,,"P4",,,,,,,,,,,,
"Index [1]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","Von Mises Strain [1] - Lagrange","displacement","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","Von Mises Strain [1] - Lagrange","displacement","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","Von Mises Strain [1] - Lagrange","displacement","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","Von Mises Strain [1] - Lagrange","displacement","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","Von Mises Strain [1] - Lagrange","displacement"
2157,3.97396,-1.17823,-506.765,-0.00213489,-0.00124781,-0.0113078,-4.82595e-05,-0.00249997,-0.00059125,8.96482e-05,-0.00263788,0.00268412,0.011606,2.16714,-3.11547,-497.141,-0.00227471,0.00199325,-0.00999623,7.24222e-05,-0.00135003,-0.000239893,0.000112515,-0.00139012,0.00144982,0.0104449,2.44068,-10.3861,-501.658,-0.00360653,0.00100823,-0.00595632,0.000278207,-0.00012399,-7.13445e-05,0.00029073,-0.000136513,0.000378305,0.00704021,2.68465,-17.0047,-503.874,-0.00330498,0.00435127,-0.00720498,0.00012776,-0.000385032,-0.000102217,0.000147394,-0.000404666,0.000495135,0.00904565,3.29601,-26.1456,-509.74,-0.00306444,0.0063456,-0.00568468,0.000104317,1.46651e-05,2.66823e-05,0.000112319,6.66355e-06,0.000109587,0.00905497
2158,3.97396,-1.17823,-506.765,-0.00348592,-0.00150263,-0.0127607,-7.43133e-05,-0.00302236,-0.000602188,4.67843e-05,-0.00314346,0.00316743,0.0133532,2.16714,-3.11547,-497.141,-0.00368964,0.00232041,-0.0106456,7.19857e-05,-0.00160097,-0.000254124,0.000110419,-0.0016394,0.00169746,0.0115055,2.44068,-10.3861,-501.658,-0.00496799,0.000744793,-0.00634785,0.000348694,-0.0001269,-9.63735e-05,0.00036768,-0.000145886,0.000458896,0.00809958,2.68465,-17.0047,-503.874,-0.00426482,0.00441362,-0.00755921,0.000184145,-0.000442156,-0.000126793,0.000208856,-0.000466868,0.000599272,0.00974315,3.29601,-26.1456,-509.74,-0.00389981,0.00734193,-0.00751037,0.000123454,-2.05698e-05,-1.10097e-05,0.0001244,-2.15159e-05,0.000136485,0.0112038
2159,3.97396,-1.17823,-506.765,-0.00467098,-0.00157909,-0.01358,-9.93323e-05,-0.00334317,-0.000639445,2.51693e-05,-0.00346767,0.00348061,0.0144884,2.16714,-3.11547,-497.141,-0.00480278,0.00255779,-0.0116874,7.66887e-05,-0.0017882,-0.000262204,0.000113652,-0.00182516,0.00188471,0.0128936,2.44068,-10.3861,-501.658,-0.00607545,0.000800611,-0.00616055,0.000399855,-0.000147367,-8.4811e-05,0.00041296,-0.000160472,0.000512883,0.00869188,2.68465,-17.0047,-503.874,-0.00504867,0.0050275,-0.00816202,0.000196374,-0.000489569,-0.000143963,0.000225395,-0.000518589,0.00066082,0.0108438,3.29601,-26.1456,-509.74,-0.00467106,0.00791735,-0.0069106,0.000143683,-6.37854e-05,-8.80114e-06,0.00014407,-6.41732e-05,0.000184782,0.0115011
2160,3.97396,-1.17823,-506.765,-0.00529698,-0.00130535,-0.0140605,-8.48709e-05,-0.0035332,-0.000633156,3.07773e-05,-0.00364885,0.0036646,0.0151297,2.16714,-3.11547,-497.141,-0.00555258,0.00313696,-0.0117292,8.2581e-05,-0.00187155,-0.000246769,0.000114085,-0.00190306,0.00196273,0.0133537,2.44068,-10.3861,-501.658,-0.00696419,0.00119578,-0.00755528,0.000430513,-0.000117726,-0.000103445,0.00044991,-0.000137123,0.000532787,0.0103475,2.68465,-17.0047,-503.874,-0.00556366,0.00557356,-0.00825497,0.000199272,-0.000522979,-0.000171117,0.000237788,-0.000561495,0.000710909,0.0114211,3.29601,-26.1456,-509.74,-0.00499306,0.00869258,-0.00841695,0.000128749,-9.55381e-05,-1.96584e-05,0.000130463,-9.72515e-05,0.000197936,0.0130897
2161,3.97396,-1.17823,-506.765,-0.00594533,-0.00105135,-0.0137719,-6.31894e-05,-0.00351523,-0.00058336,3.54504e-05,-0.00361387,0.00363203,0.015089,2.16714,-3.11547,-497.141,-0.00601984,0.00367536,-0.0111457,8.92905e-05,-0.00186746,-0.000237007,0.00011821,-0.00189638,0.0019583,0.0131926,2.44068,-10.3861,-501.658,-0.0072472,0.00164116,-0.00617628,0.00040967,-9.01856e-05,-0.000123627,0.000438955,-0.000119471,0.000510075,0.00966854,2.68465,-17.0047,-503.874,-0.00590998,0.00607643,-0.00934705,0.000211672,-0.000517957,-0.000141572,0.000238233,-0.000544518,0.000695035,0.0126267,3.29601,-26.1456,-509.74,-0.00514291,0.00926812,-0.00715287,0.000142584,-2.29176e-05,1.74921e-05,0.00014456,-2.48933e-05,0.000158826,0.0127889
2162,3.97396,-1.17823,-506.765,-0.00584356,-0.000378183,-0.0134719,-6.16706e-05,-0.00326958,-0.000564271,3.75434e-05,-0.00336879,0.00338804,0.0147348,2.16714,-3.11547,-497.141,-0.00607257,0.00394075,-0.0107834,9.20667e-05,-0.00173715,-0.000211078,0.000116795,-0.00176188,0.00182322,0.012991,2.44068,-10.3861,-501.658,-0.00720226,0.00220094,-0.00596186,0.000374402,-0.000128845,-0.000131456,0.000406889,-0.000161332,0.000507802,0.00960975,2.68465,-17.0047,-503.874,-0.00575868,0.00634079,-0.00864254,0.000192323,-0.000446698,-0.00014596,0.000224132,-0.000478508,0.000621714,0.0121748,3.29601,-26.1456,-509.74,-0.00535473,0.0094552,-0.00719822,0.00012851,-6.91762e-05,-6.26027e-06,0.000128929,-6.95953e-05,0.000174717,0.0130346
2163,3.97396,-1.17823,-506.765,-0.00548757,0.000163682,-0.0124036,-7.09206e-05,-0.00287143,-0.000539641,3.20304e-05,-0.00297438,0.00299076,0.0136087,2.16714,-3.11547,-497.141,-0.0058358,0.00437059,-0.0107461,6.22943e-05,-0.00156769,-0.000215842,9.09906e-05,-0.00159639,0.00164388,0.0129883,2.44068,-10.3861,-501.658,-0.00689342,0.00269153,-0.00600294,0.000333292,-0.000111038,-0.000108086,0.000358406,-0.000136153,0.000442989,0.00953217,2.68465,-17.0047,-503.874,-0.00562976,0.00677385,-0.00912585,0.000156555,-0.000438677,-0.000134925,0.000185734,-0.000467857,0.000583397,0.0126887,3.29601,-26.1456,-509.74,-0.00512721,0.00910279,-0.00792367,9.98566e-05,-5.14233e-05,1.33256e-05,0.000101233,-5.27998e-05,0.000135665,0.0131139
2164,3.97396,-1.17823,-506.765,-0.00496355,0.000961929,-0.0124464,-5.35933e-05,-0.00228169,-0.000467643,4.32524e-05,-0.00237854,0.00240071,0.0134667,2.16714,-3.11547,-497.141,-0.00525266,0.0044155,-0.0103522,6.70013e-05,-0.00124077,-0.000159507,8.68362e-05,-0.00126061,0.00130631,0.0124215,2.44068,-10.3861,-501.658,-0.00631606,0.00330178,-0.00639766,0.000300724,-0.000104832,-5.78518e-05,0.00030925,-0.000113357,0.00037949,0.00957839,2.68465,-17.0047,-503.874,-0.00510277,0.00662799,-0.00840565,0.000116199,-0.000369668,-0.000124311,0.000146166,-0.000399635,0.000489422,0.0118634,3.29601,-26.1456,-509.74,-0.00484238,0.00860252,-0.00818767,8.10989e-05,-4.69008e-05,-1.45882e-05,8.29053e-05,-4.87072e-05,0.000115303,0.0128255
2165,3.97396,-1.17823,-506.765,-0.00404464,0.00158091,-0.0103902,-2.42458e-05,-0.0016564,-0.000393431,6.804e-05,-0.00174869,0.00178397,0.0112843,2.16714,-3.11547,-497.141,-0.004513,0.00439813,-0.00918471,5.64014e-05,-0.000926957,-0.000128888,7.36119e-05,-0.000944167,0.000983223,0.0111398,2.44068,-10.3861,-501.658,-0.00552274,0.00388131,-0.00627261,0.00020765,-0.000101215,-7.68225e-05,0.000225915,-0.000119481,0.000304073,0.0092152,2.68465,-17.0047,-503.874,-0.00449875,0.00639137,-0.00746552,6.98992e-05,-0.000236753,-0.000108571,0.000104452,-0.000271306,0.000335996,0.0108126,3.29601,-26.1456,-509.74,-0.00436918,0.00790667,-0.00761118,6.37546e-05,2.17662e-05,5.54892e-06,6.58953e-05,1.96256e-05,5.91505e-05,0.0118126
2166,3.97396,-1.17823,-506.765,-0.00300715,0.00200753,-0.00927909,-4.06878e-07,-0.000963818,-0.00033053,0.000103873,-0.0010681,0.00112381,0.00997076,2.16714,-3.11547,-497.141,-0.00311281,0.00422307,-0.00911584,5.33861e-05,-0.000604841,-0.000103089,6.94434e-05,-0.000620899,0.000658439,0.0105192,2.44068,-10.3861,-501.658,-0.0045633,0.0042137,-0.00567688,0.000155152,-0.000108452,-3.8434e-05,0.000161102,-0.000114402,0.000239805,0.00841531,2.68465,-17.0047,-503.874,-0.00381689,0.00602381,-0.00689007,4.36184e-05,-0.000195612,-8.45664e-05,7.0539e-05,-0.000222532,0.00026502,0.00991707,3.29601,-26.1456,-509.74,-0.00393893,0.00674058,-0.00625475,3.41562e-05,0.000183659,1.10197e-05,0.000184822,3.29926e-05,0.000170759,0.010004
2167,3.97396,-1.17823,-506.765,-0.00170434,0.00213919,-0.00884947,3.51617e-05,-0.000219728,-0.000294456,0.00023108,-0.000415646,0.000567955,0.00927539,2.16714,-3.11547,-497.141,-0.00204704,0.00377867,-0.00707091,6.0204e-05,-0.000211763,-8.96941e-05,8.7751e-05,-0.00023931,0.00029338,0.00827524,2.44068,-10.3861,-501.658,-0.00316871,0.00426616,-0.00546968,9.08035e-05,-0.000142051,-2.55396e-05,9.38162e-05,-0.000145064,0.000208492,0.00762729,2.68465,-17.0047,-503.874,-0.00285936,0.00541741,-0.00636881,-1.33779e-05,-0.000107071,-8.05064e-05,3.2972e-05,-0.000153421,0.000172327,0.00883947,3.29601,-26.1456,-509.74,-0.00318015,0.00517535,-0.00609108,1.33984e-05,0.000128476,4.48592e-05,0.000144609,-2.73437e-06,0.000146001,0.00860304
2168,3.97396,-1.17823,-506.765,-0.000311926,0.00236692,-0.00697931,8.54385e-05,0.000455664,-0.000262834,0.000592711,-5.16086e-05,0.000620658,0.00738705,2.16714,-3.11547,-497.141,-0.000670062,0.00330001,-0.00530395,7.67657e-05,0.000135411,-7.9866e-05,0.000191684,2.04924e-05,0.00018253,0.00628509,2.44068,-10.3861,-501.658,-0.00187364,0.00440977,-0.00438375,2.8316e-05,-0.000141094,1.61005e-06,2.85967e-05,-0.000141374,0.000157756,0.00649623,2.68465,-17.0047,-503.874,-0.00198937,0.00459708,-0.00491909,-5.67734e-05,3.96808e-05,-6.07659e-05,6.91428e-05,-8.62355e-05,0.000134866,0.00702295,3.29601,-26.1456,-509.74,-0.00275969,0.00402724,-0.00640198,-2.03073e-05,0.000145693,2.91586e-05,0.00015102,-2.56335e-05,0.000165352,0.00805169
2169,3.97396,-1.17823,-506.765,0.00090387,0.00240474,-0.00455668,0.000103683,0.001053,-0.000253189,0.0011167,3.99851e-05,0.00109759,0.00523269,2.16714,-3.11547,-497.141,0.000662593,0.00258011,-0.00430099,5.8792e-05,0.000458937,-8.03451e-05,0.000474564,4.31644e-05,0.000454663,0.00505971,2.44068,-10.3861,-501.658,-0.000485399,0.00408095,-0.00426388,-4.83557e-05,-0.000142512,1.38203e-05,-4.60834e-05,-0.000144784,0.000129099,0.00592481,2.68465,-17.0047,-503.874,-0.00085036,0.00370211,-0.00329668,-8.88717e-05,8.728e-05,-2.82567e-05,9.18563e-05,-9.3448e-05,0.000160641,0.00503122,3.29601,-26.1456,-509.74,-0.00173987,0.00272611,-0.00481456,-3.46187e-05,0.000169023,6.68449e-05,0.000189118,-5.4714e-05,0.000221616,0.00580025
2170,3.97396,-1.17823,-506.765,0.00228324,0.00220556,-0.00324998,0.000158969,0.00151864,-0.000215894,0.00155246,0.000125151,0.00149399,0.00455242,2.16714,-3.11547,-497.141,0.00197983,0.00172153,-0.00188989,6.70373e-05,0.000685314,-6.46525e-05,0.000692129,6.02221e-05,0.000664123,0.00323461,2.44068,-10.3861,-501.658,0.000962721,0.00376213,-0.00290416,-9.0152e-05,-0.000142783,1.5278e-05,-8.57634e-05,-0.000147172,0.000131432,0.00485217,2.68465,-17.0047,-503.874,0.0002369,0.00279161,-0.00252629,-9.44424e-05,0.000158546,-2.18277e-05,0.000160605,-9.65008e-05,0.000225067,0.00377577,3.29601,-26.1456,-509.74,-0.00101879,0.00159664,-0.0045498,-3.64149e-05,0.00016818,7.66761e-05,0.000194191,-6.24262e-05,0.000231831,0.00492937
2171,3.97396,-1.17823,-506.765,0.00352914,0.00168204,-0.000947754,0.00010726,0.00184019,-0.000227047,0.00187009,7.73612e-05,0.00183273,0.00404269,2.16714,-3.11547,-497.141,0.00347026,0.000805568,-0.000645702,3.2263e-05,0.000857887,-6.85701e-05,0.000863789,2.63605e-05,0.000850947,0.00362292,2.44068,-10.3861,-501.658,0.00218384,0.00310025,-0.00200221,-0.000143855,-0.000127632,3.10506e-05,-9.92147e-05,-0.000172272,0.000151174,0.0042928,2.68465,-17.0047,-503.874,0.001197,0.00175328,-0.00148447,-0.000127761,0.000204788,2.50855e-05,0.000206732,-0.000129705,0.000293942,0.00261702,3.29601,-26.1456,-509.74,-0.000342871,0.000787584,-0.00341132,-6.48097e-05,0.000198225,0.000105568,0.000235683,-0.000102267,0.000300206,0.00351852
2172,3.97396,-1.17823,-506.765,0.00475595,0.000668064,-0.000929737,0.00014257,0.00210221,-0.000219173,0.00212693,0.000117851,0.00207066,0.00492025,2.16714,-3.11547,-497.141,0.0045974,-0.000532635,-0.000286809,4.2917e-05,0.000992875,-8.03336e-05,0.000999742,3.60494e-05,0.000982258,0.0046375,2.44068,-10.3861,-501.658,0.00323604,0.00188781,-0.00211107,-0.000181065,-9.94476e-05,5.13007e-05,-7.25489e-05,-0.000207963,0.000183741,0.00431486,2.68465,-17.0047,-503.874,0.00189292,0.000693672,-0.00161193,-0.000142673,0.000184147,3.52223e-05,0.000188003,-0.000146529,0.000290538,0.00259809,3.29601,-26.1456,-509.74,8.33676e-05,-0.000112343,-0.00346581,-4.55872e-05,0.000223067,0.00012708,0.000273989,-9.65088e-05,0.000332945,0.00346938
2173,3.97396,-1.17823,-506.765,0.00576456,-0.000330474,0.000202507,0.000115567,0.0021258,-0.000254063,0.00215809,8.3278e-05,0.00211783,0.00580347,2.16714,-3.11547,-497.141,0.00580008,-0.00186871,0.000728047,3.24343e-05,0.0010231,-8.68353e-05,0.00103086,2.46796e-05,0.00101878,0.00613738,2.44068,-10.3861,-501.658,0.00424548,0.000685196,-0.00163511,-0.000192375,-0.000118049,9.06444e-05,-5.62336e-05,-0.00025419,0.000231935,0.00460476,2.68465,-17.0047,-503.874,0.00250216,-0.000312438,-0.00179628,-0.000140837,0.000157157,6.50347e-05,0.000170838,-0.000154518,0.00028195,0.00310218,3.29601,-26.1456,-509.74,0.000634971,-0.000830674,-0.00315441,-6.92864e-05,0.00020743,9.92484e-05,0.000239607,-0.000101463,0.000303383,0.0033255
2174,3.97396,-1.17823,-506.765,0.00655719,-0.00174751,0.000994029,0.00011454,0.00213181,-0.000248338,0.00216247,8.38789e-05,0.00212193,0.00687809,2.16714,-3.11547,-497.141,0.00661761,-0.00312968,0.00125692,1.62498e-05,0.00101509,-8.09604e-05,0.00102177,9.57309e-06,0.00101707,0.00742829,2.44068,-10.3861,-501.658,0.0048616,-0.000552129,-0.0011162,-0.000193329,-9.92037e-05,0.000107584,-2.74449e-05,-0.000265088,0.000253141,0.00502141,2.68465,-17.0047,-503.874,0.00295894,-0.00126675,-0.00138346,-0.000141649,0.00017949,7.34945e-05,0.000195597,-0.000157757,0.000306654,0.00353699,3.29601,-26.1456,-509.74,0.000861451,-0.00172973,-0.00272086,-6.9357e-05,0.000134147,0.000123113,0.000192378,-0.000127589,0.000279026,0.00333863
2175,3.97396,-1.17823,-506.765,0.00722997,-0.00291465,0.000664443,0.000110437,0.00188023,-0.00032261,0.00193763,5.30333e-05,0.00191181,0.00783779,2.16714,-3.11547,-497.141,0.00716343,-0.00435681,0.0010756,2.15398e-05,0.000908826,-0.000120142,0.000924955,5.41024e-06,0.000922291,0.00845313,2.44068,-10.3861,-501.658,0.0052596,-0.00180879,-0.00123738,-0.000164309,-0.000102581,0.000112033,-1.65981e-05,-0.000250292,0.000243272,0.00569921,2.68465,-17.0047,-503.874,0.00313162,-0.00234064,-0.00137122,-0.000109727,0.000116677,7.66198e-05,0.000140247,-0.000133298,0.000237021,0.00416124,3.29601,-26.1456,-509.74,0.00114771,-0.00233159,-0.00428135,-3.54448e-05,0.000149393,0.00014082,0.0002256,-0.000111652,0.000297596,0.00500919
2176,3.97396,-1.17823,-506.765,0.00742435,-0.00451267,0.0022446,0.000108147,0.00156491,-0.00036802,0.00165296,2.00976e-05,0.00164312,0.00897786,2.16714,-3.11547,-497.141,0.00740378,-0.00556653,0.00127158,3.73046e-05,0.000785172,-0.000144676,0.000812245,1.02312e-05,0.000807192,0.00935108,2.44068,-10.3861,-501.658,0.00524898,-0.00319057,-0.00192297,-0.000116996,-0.000135106,0.000104501,-2.089e-05,-0.000231212,0.000221995,0.00643762,2.68465,-17.0047,-503.874,0.00318522,-0.00306686,-0.00101647,-8.49858e-05,4.76541e-05,7.58223e-05,8.21861e-05,-0.000119518,0.000175777,0.00454506,3.29601,-26.1456,-509.74,0.00109052,-0.0023261,-0.00252088,4.37857e-06,8.47411e-05,0.000120084,0.000171398,-8.22788e-05,0.000224211,0.00359963
2177,3.97396,-1.17823,-506.765,0.0071304,-0.00576323,0.000436698,7.55858e-05,0.00123452,-0.000381443,0.00134905,-3.89471e-05,0.00136931,0.00918417,2.16714,-3.11547,-497.141,0.0070094,-0.00649879,0.000590381,4.23594e-05,0.000573918,-0.000157253,0.000617026,-7.48665e-07,0.000617477,0.00957819,2.44068,-10.3861,-501.658,0.00503466,-0.00423292,-0.000344846,-7.13844e-05,-0.000121155,9.04143e-05,-2.15028e-06,-0.000190389,0.000190285,0.00659059,2.68465,-17.0047,-503.874,0.00295068,-0.00381164,-0.00102242,-5.95862e-05,-1.80442e-05,5.35588e-05,1.87082e-05,-9.63386e-05,0.000107074,0.00493172,3.29601,-26.1456,-509.74,0.00100398,-0.0028239,-0.00322712,-1.80335e-05,0.000104399,9.01461e-05,0.00015238,-6.60151e-05,0.00019404,0.00440637
2178,3.97396,-1.17823,-506.765,0.00684101,-0.00696271,-0.000320188,8.06546e-05,0.000714887,-0.000417855,0.000922627,-0.000127086,0.000992879,0.00976977,2.16714,-3.11547,-497.141,0.00662542,-0.00714024,-0.000145053,7.06365e-05,0.000331116,-0.000166779,0.000412578,-1.08254e-05,0.000418258,0.00974206,2.44068,-10.3861,-501.658,0.00448307,-0.00531475,-0.000751081,-1.96e-05,-0.000134539,6.54889e-05,1.0067e-05,-0.000164206,0.000169901,0.00699547,2.68465,-17.0047,-503.874,0.00261106,-0.00421492,-0.00158863,-2.28152e-05,-8.52197e-05,5.86746e-05,1.2439e-05,-0.000120474,0.000127247,0.00520948,3.29601,-26.1456,-509.74,0.000786701,-0.00308223,-0.00308934,1.98453e-05,5.62694e-05,0.000116362,0.000155874,-7.97588e-05,0.000207637,0.00444145
2179,3.97396,-1.17823,-506.765,0.00589569,-0.00785533,-0.00146918,6.05074e-05,0.000289083,-0.00046663,0.000655793,-0.000306203,0.00085213,0.00993739,2.16714,-3.11547,-497.141,0.00582941,-0.00751848,-0.00062324,6.86981e-05,9.60376e-05,-0.000203397,0.000286389,-0.000121653,0.000363212,0.00953515,2.44068,-10.3861,-501.658,0.00361642,-0.0061581,-0.0010718,4.79717e-05,-0.000116512,5.09969e-05,6.25219e-05,-0.000131062,0.000171284,0.00722415,2.68465,-17.0047,-503.874,0.0022083,-0.00468266,-0.00284221,1.25907e-05,-0.000139127,2.0044e-05,1.52318e-05,-0.000141768,0.000150034,0.0059159,3.29601,-26.1456,-509.74,0.000409387,-0.00283481,-0.00318904,2.41848e-05,4.05219e-05,4.37533e-05,7.72239e-05,-1.25172e-05,8.45965e-05,0.00428815
2180,3.97396,-1.17823,-506.765,0.00512076,-0.0084829,-0.00175519,3.59897e-05,-0.000199621,-0.000492063,0.000425024,-0.000588655,0.000882143,0.0100667,2.16714,-3.11547,-497.141,0.00490886,-0.00774781,-0.00116049,7.01039e-05,-0.000120838,-0.000199501,0.000196061,-0.000246795,0.000384528,0.0092455,2.44068,-10.3861,-501.658,0.00299128,-0.00661571,-0.00139326,9.81005e-05,-0.00014737,1.54097e-05,9.90862e-05,-0.000148355,0.000215863,0.00739458,2.68465,-17.0047,-503.874,0.0015741,-0.00471698,-0.00171984,2.46579e-05,-0.000224863,-8.57485e-06,2.49608e-05,-0.000225165,0.000238659,0.00526285,3.29601,-26.1456,-509.74,0.000560775,-0.00234044,-0.00202471,3.93683e-05,-8.12801e-06,8.39268e-05,0.000103061,-7.1821e-05,0.000152364,0.00314644
2181,3.97396,-1.17823,-506.765,0.00366132,-0.00897127,-0.00378879,2.5798e-05,-0.000710253,-0.000512414,0.000290538,-0.000974993,0.00114857,0.0104075,2.16714,-3.11547,-497.141,0.00361848,-0.00762794,-0.00232071,8.17352e-05,-0.000413839,-0.000222124,0.000167115,-0.00049922,0.000600672,0.00875982,2.44068,-10.3861,-501.658,0.00204636,-0.0069683,-0.00176923,0.00015639,-0.000116235,-1.12357e-05,0.000156857,-0.000116702,0.000237901,0.00747745,2.68465,-17.0047,-503.874,0.00116469,-0.00465965,-0.00267189,6.85691e-05,-0.000257135,-3.36627e-05,7.20137e-05,-0.000260579,0.000303107,0.00550536,3.29601,-26.1456,-509.74,0.000158441,-0.00218257,-0.00334916,5.23599e-05,-3.50971e-06,4.08687e-05,7.45089e-05,-2.56587e-05,9.03854e-05,0.00400165
2182,3.97396,-1.17823,-506.765,0.00257442,-0.00895405,-0.00464728,-6.58414e-06,-0.0011274,-0.000536007,0.00021059,-0.00134458,0.00146164,0.0104148,2.16714,-3.11547,-497.141,0.00250625,-0.00727129,-0.0031401,7.8928e-05,-0.000593917,-0.000220404,0.000145291,-0.00066028,0.000743816,0.00830825,2.44068,-10.3861,-501.658,0.000890607,-0.0071439,-0.00195585,0.000198654,-0.000159886,-2.7065e-05,0.000200759,-0.000161991,0.000314924,0.00746122,2.68465,-17.0047,-503.874,0.000573475,-0.0042985,-0.00338938,8.8924e-05,-0.00029373,-4.35498e-05,9.38279e-05,-0.000298634,0.000355024,0.00551463,3.29601,-26.1456,-509.74,-6.99189e-05,-0.00135682,-0.00487183,4.88839e-05,-9.00312e-06,4.71617e-05,7.55208e-05,-3.564e-05,9.85199e-05,0.00505876
2183,3.97396,-1.17823,-506.765,0.00191336,-0.0087546,-0.00627942,1.85038e-05,-0.00145664,-0.000566252,0.000212761,-0.0016509,0.00176708,0.0109435,2.16714,-3.11547,-497.141,0.00155706,-0.00658126,-0.0046288,9.0504e-05,-0.000772924,-0.00024051,0.000153415,-0.000835835,0.000922226,0.00819738,2.44068,-10.3861,-501.658,6.24813e-05,-0.00680774,-0.00299291,0.000210354,-0.000103061,-4.0874e-05,0.000215632,-0.00010834,0.000286054,0.00743895,2.68465,-17.0047,-503.874,-8.39132e-05,-0.00370252,-0.00385735,9.89073e-05,-0.000318418,-4.41185e-05,0.000103527,-0.000323038,0.000385406,0.00535652,3.29601,-26.1456,-509.74,-0.000406454,-0.000635687,-0.00368154,8.44297e-05,-3.00684e-05,3.48794e-05,9.49701e-05,-4.06088e-05,0.000121036,0.00375869
2184,3.97396,-1.17823,-506.765,0.000769034,-0.00846608,-0.00639917,-3.63583e-06,-0.00173027,-0.000548072,0.000157715,-0.00189162,0.00197542,0.0106446,2.16714,-3.11547,-497.141,0.000599732,-0.00586208,-0.00512867,8.10053e-05,-0.000920574,-0.000225516,0.000129987,-0.000969556,0.00104076,0.00781527,2.44068,-10.3861,-501.658,-0.000745702,-0.0063321,-0.00338114,0.000246975,-0.000112743,-3.68155e-05,0.000250875,-0.000116643,0.000325601,0.00722049,2.68465,-17.0047,-503.874,-0.000687222,-0.00290578,-0.00523464,0.00011731,-0.000404332,-8.34339e-05,0.000130348,-0.00041737,0.000495634,0.00603261,3.29601,-26.1456,-509.74,-0.00114927,9.90471e-05,-0.00468305,8.72777e-05,-6.11181e-06,2.6475e-05,9.44666e-05,-1.33008e-05,0.000102189,0.00482346
2185,3.97396,-1.17823,-506.765,0.000338877,-0.00748966,-0.007188,-2.58022e-05,-0.00190312,-0.000567971,0.000135058,-0.00206398,0.00213492,0.0103951,2.16714,-3.11547,-497.141,7.8587e-05,-0.00476039,-0.00608344,8.18962e-05,-0.00100191,-0.000236155,0.000131796,-0.00105181,0.00112359,0.00772788,2.44068,-10.3861,-501.658,-0.00138196,-0.00556275,-0.00411704,0.000266549,-0.000111925,-3.63442e-05,0.000270222,-0.000115599,0.00034343,0.00706139,2.68465,-17.0047,-503.874,-0.00126752,-0.00182527,-0.00604041,0.000129803,-0.000400609,-5.89678e-05,0.00013629,-0.000407096,0.000489731,0.0064469,3.29601,-26.1456,-509.74,-0.00163071,0.00119082,-0.00502416,7.62235e-05,-9.83959e-06,2.74699e-05,8.48199e-05,-1.8436e-05,9.59188e-05,0.00541511
2186,3.97396,-1.17823,-506.765,-0.00031626,-0.00617995,-0.00911487,-2.22213e-05,-0.00191369,-0.000525173,0.00011641,-0.00205233,0.00211322,0.0110286,2.16714,-3.11547,-497.141,-0.000559972,-0.00326871,-0.00678824,8.40197e-05,-0.00101293,-0.000208851,0.000123098,-0.00105201,0.00111876,0.00755601,2.44068,-10.3861,-501.658,-0.00199348,-0.00422274,-0.00478954,0.000281044,-9.85303e-05,-3.25968e-05,0.000283996,-0.000101482,0.000346645,0.00669364,2.68465,-17.0047,-503.874,-0.00176336,-0.000756413,-0.00629933,0.000135864,-0.000398704,-7.67659e-05,0.000146686,-0.000409526,0.000499352,0.00659793,3.29601,-26.1456,-509.74,-0.00201283,0.00237101,-0.00647704,0.000102143,-3.35317e-05,6.31176e-05,0.000127171,-5.85602e-05,0.000164579,0.00718549
2187,3.97396,-1.17823,-506.765,-0.000691388,-0.00472339,-0.00871735,-9.39642e-06,-0.00193585,-0.000529394,0.000128827,-0.00207408,0.00214166,0.00995565,2.16714,-3.11547,-497.141,-0.000901466,-0.0017759,-0.0065325,8.83221e-05,-0.0010347,-0.000221473,0.000130944,-0.00107732,0.00114852,0.00683048,2.44068,-10.3861,-501.658,-0.0023274,-0.00264211,-0.00402347,0.000265118,-0.000114131,-5.80993e-05,0.00027385,-0.000122863,0.00035203,0.00535388,2.68465,-17.0047,-503.874,-0.00224603,0.000623864,-0.00724282,0.000123659,-0.000389227,-7.10255e-05,0.000133339,-0.000398906,0.000479759,0.00761795,3.29601,-26.1456,-509.74,-0.00226226,0.00347996,-0.00691847,0.000101154,2.86494e-05,5.11016e-05,0.0001279,1.90391e-06,0.000127108,0.00806884
