"Average",,,,,,,,,,,"P0",,,,,,,,,,"P1",,,,,,,,,,"P2",,,,,,,,,
"Index [1]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","displacement","Sigma_X [mm]","Sigma_Y [mm]","Sigma_Z [mm]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","displacement","Sigma_X [mm]","Sigma_Y [mm]","Sigma_Z [mm]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","displacement","Sigma_X [mm]","Sigma_Y [mm]","Sigma_Z [mm]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","displacement","Sigma_X [mm]","Sigma_Y [mm]","Sigma_Z [mm]"
166,66.4178,7.30026,-694.856,0.00586803,-0.00130203,0.00658981,0.00911741,0.000373213,0.000257466,0.00156387,57.7388,10.3303,-695.125,0.00434691,-0.00132661,0.0096827,0.0106968,0.00045493,0.000258603,0.00196651,57.9435,8.07444,-696.71,0.00505646,-0.00117364,0.00580956,0.00781948,0.000348974,0.000219802,0.00150586,58.4098,5.4752,-698.512,0.00578645,-0.000881278,0.0028581,0.00651459,0.000285924,0.000192005,0.00122158
167,66.3785,7.29904,-694.868,0.00526368,-0.00120185,0.00651968,0.00865244,0.000373397,0.000257541,0.00156466,57.7388,10.3303,-695.125,0.00461379,-0.000889928,0.0055662,0.00728702,0.000447964,0.000262069,0.00193794,57.9435,8.07444,-696.71,0.00476513,-0.000915726,0.00361214,0.00605118,0.000350481,0.000220888,0.00151237,58.4098,5.4752,-698.512,0.00454034,-0.000912641,0.00606241,0.00763909,0.000290882,0.000188851,0.00124106
168,66.3616,7.30365,-694.869,0.00491348,-0.00131632,0.00613267,0.00816319,0.000373861,0.000257589,0.00156681,57.7388,10.3303,-695.125,0.00346029,-0.00134062,0.00969578,0.0103827,0.00045042,0.000263597,0.00194859,57.9435,8.07444,-696.71,0.00454476,-0.00110277,0.00424908,0.00633134,0.000348517,0.000220831,0.00150413,58.4098,5.4752,-698.512,0.00452298,-0.000878296,0.00428013,0.00629875,0.000286158,0.000188929,0.00122173
169,66.3785,7.29904,-694.868,0.00449074,-0.00161853,0.00678153,0.00844308,0.000372245,0.000255947,0.00155968,57.7388,10.3303,-695.125,0.00394918,-0.00116666,0.00645102,0.00765661,0.000446879,0.000262497,0.00193349,57.9435,8.07444,-696.71,0.00375529,-0.00115662,0.00500773,0.0063711,0.000346301,0.00022186,0.00149504,58.4098,5.4752,-698.512,0.00386995,-0.00144676,0.00547452,0.00686354,0.000287016,0.000191746,0.00122599
170,66.3616,7.30365,-694.869,0.0039414,-0.00195604,0.00678751,0.00833207,0.000371466,0.000254816,0.00155689,57.7388,10.3303,-695.125,0.00261842,-0.00188357,0.00824114,0.00885035,0.000446162,0.000260888,0.00193014,57.9435,8.07444,-696.71,0.00317697,-0.00163339,0.00606356,0.00704698,0.000343216,0.000219284,0.0014816,58.4098,5.4752,-698.512,0.00395243,-0.00149964,0.00431273,0.00604782,0.000287092,0.000189742,0.00122577
171,66.3173,7.30193,-694.883,0.0036092,-0.00208999,0.00646585,0.00782663,0.000371914,0.0002556,0.00155873,57.7388,10.3303,-695.125,0.0022241,-0.00159578,0.00856704,0.0089944,0.000451928,0.000262687,0.00195475,57.9435,8.07444,-696.71,0.00300353,-0.00152794,0.0052879,0.00628195,0.000350415,0.000221689,0.00151226,58.4098,5.4752,-698.512,0.00357929,-0.00158996,0.00340662,0.00520004,0.000286217,0.000188697,0.00122192
172,66.285,7.30036,-694.893,0.00325781,-0.0020414,0.00592824,0.00727251,0.000372356,0.000255786,0.00156112,57.7388,10.3303,-695.125,0.0017501,-0.00192954,0.00990496,0.0102419,0.00044816,0.000261227,0.00193861,57.9435,8.07444,-696.71,0.00235193,-0.0019495,0.00612633,0.00685759,0.000350687,0.000218673,0.00151284,58.4098,5.4752,-698.512,0.00287517,-0.00179157,0.0045688,0.0056893,0.00028787,0.000186586,0.00122815
173,66.3004,7.30651,-694.884,0.00314862,-0.00172401,0.00445853,0.00588786,0.00037173,0.000254965,0.00155826,57.7388,10.3303,-695.125,0.00222842,-0.00140939,0.0055263,0.00612425,0.000449428,0.000258226,0.00194332,57.9435,8.07444,-696.71,0.00265942,-0.00132196,0.00271846,0.0040395,0.000351868,0.000219843,0.00151802,58.4098,5.4752,-698.512,0.00289321,-0.00133799,0.00178684,0.00369923,0.000289032,0.000188457,0.00123339
174,66.3415,7.29926,-694.878,0.00284709,-0.00124659,0.00354908,0.0050111,0.000372603,0.000255294,0.00156135,57.7388,10.3303,-695.125,0.00188676,-0.00127282,0.00567638,0.00611638,0.000454436,0.000264655,0.00196572,57.9435,8.07444,-696.71,0.00179218,-0.00120461,0.0045942,0.00508571,0.000349999,0.000221385,0.00151047,58.4098,5.4752,-698.512,0.00259356,-0.000727729,0.00103514,0.0029204,0.000284913,0.000185672,0.0012158
175,66.3785,7.29904,-694.868,0.00247437,-0.000896897,0.00339514,0.00471222,0.000369885,0.000254121,0.00154975,57.7388,10.3303,-695.125,0.00090429,-0.00111609,0.00710971,0.00725381,0.000446613,0.000254809,0.00193079,57.9435,8.07444,-696.71,0.0015995,-0.00100113,0.00443366,0.00482217,0.000343094,0.000215589,0.00148041,58.4098,5.4752,-698.512,0.00166105,-0.00081967,0.00308093,0.00360673,0.000284097,0.000187047,0.00121281
176,66.3446,7.309,-694.87,0.0023462,-0.000698089,0.00270146,0.00437309,0.000370904,0.00025471,0.00155444,57.7388,10.3303,-695.125,0.000819277,-0.00105073,0.00641699,0.00655495,0.000441758,0.000259423,0.00191135,57.9435,8.07444,-696.71,0.00158473,-0.000769151,0.00248565,0.00307491,0.000342493,0.000212862,0.00147737,58.4098,5.4752,-698.512,0.00211254,-0.000260975,-8.00737e-05,0.00216082,0.000283543,0.00018159,0.00120914
177,66.3616,7.30365,-694.869,0.00185161,-0.000807171,0.002952,0.00384729,0.000370382,0.000254079,0.00155205,57.7388,10.3303,-695.125,0.000599127,-0.000684582,0.0045835,0.00467324,0.000444885,0.000259607,0.00192453,57.9435,8.07444,-696.71,0.00120577,-0.000508075,0.00259776,0.00291974,0.000346685,0.000217295,0.0014958,58.4098,5.4752,-698.512,0.00141053,-0.00024772,0.00122317,0.00189499,0.000284759,0.000186376,0.00121535
178,66.3204,7.31166,-694.875,0.00146197,-0.00108232,0.00408504,0.00472112,0.000370949,0.000254266,0.00155503,57.7388,10.3303,-695.125,0.000831905,-0.000862372,0.00595109,0.00607306,0.000448607,0.000258714,0.00193999,57.9435,8.07444,-696.71,0.00101338,-0.000633305,0.00281256,0.0030739,0.000347944,0.000218199,0.00150126,58.4098,5.4752,-698.512,0.00108845,-0.000565881,0.00165144,0.00209176,0.000287017,0.000188772,0.00122523
179,66.2704,7.30716,-694.892,0.00106591,-0.00136484,0.00448819,0.00502102,0.000371081,0.000254679,0.00155641,57.7388,10.3303,-695.125,-0.000239079,-0.00113387,0.00666065,0.00676103,0.000445982,0.00025951,0.00192912,57.9435,8.07444,-696.71,-0.000227132,-0.00135134,0.00450366,0.00470804,0.000344062,0.000217172,0.00148478,58.4098,5.4752,-698.512,0.000259656,-0.00115927,0.00439563,0.00455458,0.000282938,0.000188376,0.00120842
180,66.236,7.30803,-694.901,0.000759452,-0.00155362,0.0050993,0.0055444,0.00037146,0.000254116,0.00155782,57.7388,10.3303,-695.125,-0.000904359,-0.00127364,0.00884323,0.00898066,0.000447797,0.000262168,0.00193731,57.9435,8.07444,-696.71,-0.000402561,-0.00138913,0.00568842,0.00587094,0.000345926,0.000217312,0.00149262,58.4098,5.4752,-698.512,0.000368993,-0.00133943,0.00312021,0.00341873,0.000287282,0.000188427,0.00122623
181,66.2143,7.309,-694.907,0.000509474,-0.00156604,0.00485029,0.0052435,0.000370428,0.000253146,0.00155382,57.7388,10.3303,-695.125,-0.000669944,-0.00119061,0.00594176,0.00609729,0.00044597,0.000255621,0.00192827,57.9435,8.07444,-696.71,-0.000258369,-0.00150422,0.0045393,0.00479105,0.000340993,0.00021659,0.0014718,58.4098,5.4752,-698.512,9.32621e-05,-0.00139827,0.0032524,0.0035433,0.00028088,0.000185869,0.00119933
182,66.2536,7.31249,-694.893,0.000363381,-0.0013725,0.00434991,0.00474107,0.000371623,0.000254324,0.00155821,57.7388,10.3303,-695.125,-0.000432414,-0.000832511,0.00426871,0.00437068,0.000449577,0.000260379,0.00194443,57.9435,8.07444,-696.71,-0.000146196,-0.00079438,0.00196858,0.0021298,0.000349993,0.00021985,0.00151018,58.4098,5.4752,-698.512,0.000213115,-0.000751793,0.00108703,0.00134017,0.000285581,0.000187748,0.00121909
183,66.2143,7.309,-694.907,0.000423083,-0.000642647,0.00259215,0.00330768,0.000370129,0.000253744,0.00155209,57.7388,10.3303,-695.125,-0.000826966,-0.00048078,0.00605225,0.00612821,0.000449345,0.0002589,0.00194314,57.9435,8.07444,-696.71,0.000123611,-0.000333184,0.000263199,0.000732905,0.000346712,0.000216986,0.00149587,58.4098,5.4752,-698.512,0.000177003,-0.00020193,0.000116354,0.000485636,0.000284183,0.000186292,0.00121298
184,66.2838,7.31034,-694.887,0.000213588,-0.000348339,0.00254559,0.00302674,0.000370552,0.000252227,0.00155319,57.7388,10.3303,-695.125,-0.000757274,-1.78686e-06,0.00422481,0.00429228,0.000456009,0.000256179,0.00197062,57.9435,8.07444,-696.71,-0.000507329,-5.57123e-05,0.00151213,0.00159815,0.000349312,0.000217573,0.0015069,58.4098,5.4752,-698.512,-0.000507797,0.000120577,0.00129734,0.00140147,0.000285362,0.000185813,0.00121769
185,66.2143,7.309,-694.907,-0.000191441,2.96082e-05,0.00254011,0.00299831,0.000371303,0.000253647,0.00155731,57.7388,10.3303,-695.125,-0.00165723,0.000299092,0.0060684,0.00629786,0.000448018,0.000257608,0.00193731,57.9435,8.07444,-696.71,-0.00105567,0.000342886,0.00174152,0.00209449,0.000344105,0.000214976,0.00148456,58.4098,5.4752,-698.512,-0.000707574,0.000415996,-0.00048762,0.00100404,0.000283803,0.000184407,0.00121094
186,66.18,7.30987,-694.916,-0.000580721,1.87183e-05,0.00363401,0.00379539,0.000369734,0.000251538,0.00155173,57.7388,10.3303,-695.125,-0.0016792,0.000271711,0.00578057,0.00602587,0.000448295,0.000257168,0.00193838,57.9435,8.07444,-696.71,-0.00125925,2.27936e-05,0.00308012,0.00332787,0.000347987,0.000216601,0.00150116,58.4098,5.4752,-698.512,-0.00130255,0.000157159,0.00367067,0.00389818,0.000286388,0.000185008,0.00122169
187,66.2143,7.309,-694.907,-0.00100279,-5.7174e-05,0.00418959,0.00443511,0.000371101,0.000253842,0.00155669,57.7388,10.3303,-695.125,-0.00311464,4.1283e-05,0.00902512,0.00954758,0.00044738,0.000257219,0.00193454,57.9435,8.07444,-696.71,-0.00184403,0.000159009,0.00364821,0.00409925,0.000345047,0.000216384,0.00148878,58.4098,5.4752,-698.512,-0.00109436,0.00066099,0.000536929,0.00141513,0.000286073,0.000186814,0.00122087
188,66.18,7.30987,-694.916,-0.00118132,-0.000229488,0.00457102,0.00480396,0.00037025,0.000253151,0.00155299,57.7388,10.3303,-695.125,-0.00150877,0.000505567,0.00360595,0.00394187,0.000449276,0.000256673,0.00194241,57.9435,8.07444,-696.71,-0.0017444,0.000115055,0.00324259,0.00368485,0.000343131,0.00021396,0.00148028,58.4098,5.4752,-698.512,-0.00154587,9.98521e-05,0.00315518,0.00351651,0.000279603,0.000182535,0.00119324
189,66.1568,7.31323,-694.92,-0.00154681,-0.000463838,0.00507111,0.00538226,0.000370958,0.000254268,0.00155642,57.7388,10.3303,-695.125,-0.00246761,4.12371e-05,0.00757217,0.00796479,0.000448203,0.00025998,0.00193858,57.9435,8.07444,-696.71,-0.00233257,-0.000274969,0.00559096,0.00606507,0.000345443,0.000218208,0.00149079,58.4098,5.4752,-698.512,-0.00223517,-0.000218606,0.00465867,0.00517295,0.000285513,0.000189005,0.00121915
190,66.2208,7.31173,-694.903,-0.00179546,-0.000317089,0.00489833,0.00533896,0.000369782,0.000253162,0.00155112,57.7388,10.3303,-695.125,-0.00296024,0.000275294,0.00855092,0.00905343,0.000443823,0.000258438,0.00191984,57.9435,8.07444,-696.71,-0.00249209,0.000120404,0.00476186,0.00537883,0.000343958,0.000219168,0.00148473,58.4098,5.4752,-698.512,-0.00224238,-3.94266e-05,0.00361382,0.00425448,0.00028346,0.000187654,0.00121038
191,66.18,7.30987,-694.916,-0.00173746,3.73772e-05,0.00357398,0.00411998,0.000370063,0.000252493,0.00155258,57.7388,10.3303,-695.125,-0.00248327,0.000600603,0.00345641,0.00429929,0.000441425,0.000254003,0.00190884,57.9435,8.07444,-696.71,-0.00221588,0.000526162,0.00242472,0.00334309,0.000344471,0.000213363,0.0014858,58.4098,5.4752,-698.512,-0.00185421,0.000536744,0.000272578,0.00198089,0.000288083,0.000185927,0.00122888
192,66.18,7.30987,-694.916,-0.00180666,0.000523325,0.00247599,0.0034571,0.000371665,0.000252712,0.00155857,57.7388,10.3303,-695.125,-0.00258672,0.000945015,0.00412051,0.00495633,0.000446974,0.000257756,0.00193295,57.9435,8.07444,-696.71,-0.00248731,0.000642008,0.00313217,0.00405625,0.00034799,0.000216752,0.0015012,58.4098,5.4752,-698.512,-0.00237019,0.000832747,0.00171146,0.00305271,0.000286548,0.000186122,0.00122264
193,66.18,7.30987,-694.916,-0.00192402,0.000985367,0.00214168,0.00363118,0.000370781,0.000253379,0.00155545,57.7388,10.3303,-695.125,-0.00248222,0.00151884,0.000838577,0.00306741,0.000449251,0.000263563,0.00194375,57.9435,8.07444,-696.71,-0.00268113,0.00126747,0.00221724,0.00371064,0.000347805,0.000220178,0.00150107,58.4098,5.4752,-698.512,-0.00263443,0.00140625,0.00235269,0.00381356,0.000285965,0.000185137,0.00122
194,66.191,7.31237,-694.911,-0.00236194,0.00111583,0.00252526,0.00406443,0.000371426,0.000254314,0.00155838,57.7388,10.3303,-695.125,-0.00349987,0.000702637,0.006013,0.00699414,0.000450479,0.000261446,0.00194846,57.9435,8.07444,-696.71,-0.00281971,0.00142181,-0.000248373,0.0032239,0.000348485,0.000218963,0.0015037,58.4098,5.4752,-698.512,-0.00281664,0.00185889,-0.000278122,0.00340357,0.000285358,0.000186685,0.00121791
195,66.1568,7.31323,-694.92,-0.00283572,0.0010865,0.0038185,0.00511128,0.000371512,0.000253676,0.00155915,57.7388,10.3303,-695.125,-0.00350829,0.00138096,0.00638649,0.00741965,0.000446313,0.000261795,0.00193103,57.9435,8.07444,-696.71,-0.0031719,0.00125515,0.00296742,0.00453165,0.000350594,0.000220885,0.00151291,58.4098,5.4752,-698.512,-0.00332291,0.00119629,0.00318874,0.00476488,0.000288665,0.000187355,0.00123164
196,66.18,7.30987,-694.916,-0.00330865,0.00082517,0.00480031,0.00601568,0.000371926,0.000253982,0.00155982,57.7388,10.3303,-695.125,-0.0039463,0.000828922,0.00559546,0.00689816,0.000448747,0.000260545,0.001941,57.9435,8.07444,-696.71,-0.00352093,0.0011782,0.00211966,0.00428398,0.000346061,0.000217525,0.00149326,58.4098,5.4752,-698.512,-0.00349595,0.00135956,0.00152242,0.00405828,0.000287077,0.000187527,0.00122518
197,66.1568,7.31323,-694.92,-0.00331014,0.000601972,0.00468785,0.00589179,0.000372539,0.00025481,0.00156278,57.7388,10.3303,-695.125,-0.00403445,0.000351578,0.00610562,0.00732706,0.000448823,0.000260486,0.0019413,57.9435,8.07444,-696.71,-0.00376486,0.000616325,0.00365816,0.00528932,0.000349642,0.000220559,0.00150887,58.4098,5.4752,-698.512,-0.00379122,0.000753705,0.00382165,0.00544132,0.000289256,0.000189654,0.00123466
198,66.1568,7.31323,-694.92,-0.00365041,0.000363941,0.00534351,0.00661293,0.000370528,0.000253464,0.00155526,57.7388,10.3303,-695.125,-0.00458196,0.000592285,0.00689953,0.00830463,0.000448969,0.000263745,0.00194261,57.9435,8.07444,-696.71,-0.00421815,0.000669793,0.00456937,0.0062615,0.000346063,0.000217753,0.00149332,58.4098,5.4752,-698.512,-0.00364861,0.000877532,0.00163548,0.00409488,0.000283008,0.000184777,0.00120779
199,66.1568,7.31323,-694.92,-0.00365635,0.000334463,0.00492539,0.00628748,0.000371008,0.000253469,0.00155685,57.7388,10.3303,-695.125,-0.00493308,0.000230925,0.00894487,0.0102177,0.000446161,0.000262018,0.00193044,57.9435,8.07444,-696.71,-0.00446688,0.000613759,0.00580424,0.00735648,0.000343709,0.000218734,0.00148362,58.4098,5.4752,-698.512,-0.00384947,0.000953032,0.00255203,0.00472585,0.000283325,0.000184716,0.00120908
200,66.1568,7.31323,-694.92,-0.00358218,0.000649209,0.00350603,0.0052447,0.000371938,0.000253681,0.00156017,57.7388,10.3303,-695.125,-0.00453262,0.000830553,0.00593849,0.00751791,0.00044752,0.000260124,0.00193575,57.9435,8.07444,-696.71,-0.00432006,0.00100878,0.00382094,0.0058595,0.000349083,0.000216893,0.00150582,58.4098,5.4752,-698.512,-0.00432922,0.00086953,0.00291522,0.00529333,0.000286502,0.000183546,0.0012218
201,66.1568,7.31323,-694.92,-0.00357417,0.00100529,0.00242006,0.00482677,0.000371064,0.000253152,0.00155699,57.7388,10.3303,-695.125,-0.00469446,0.000961507,0.00424447,0.0064044,0.00044379,0.000254952,0.00191901,57.9435,8.07444,-696.71,-0.00405796,0.00124985,0.000988236,0.00437328,0.000347916,0.000214777,0.00150054,58.4098,5.4752,-698.512,-0.00384409,0.00135515,0.000307972,0.00409155,0.000290129,0.000187861,0.00123778
202,66.1568,7.31323,-694.92,-0.00359422,0.00150121,0.00166719,0.00468818,0.000372271,0.000253616,0.00156169,57.7388,10.3303,-695.125,-0.00444526,0.00145298,0.00426221,0.00632815,0.000449026,0.000255592,0.00194116,57.9435,8.07444,-696.71,-0.0038919,0.00170829,0.000425697,0.00432364,0.000352431,0.000219036,0.00152028,58.4098,5.4752,-698.512,-0.00366011,0.00206451,-0.0018666,0.00461073,0.000288892,0.000189675,0.00123318
203,66.1568,7.31323,-694.92,-0.00375571,0.00183753,0.00177241,0.00492758,0.000372795,0.000254641,0.0015646,57.7388,10.3303,-695.125,-0.00470427,0.0017976,0.00413321,0.00651635,0.000450245,0.000262214,0.00194766,57.9435,8.07444,-696.71,-0.00417127,0.00192416,0.000345389,0.00462477,0.000347466,0.000219217,0.00149949,58.4098,5.4752,-698.512,-0.00429917,0.00212823,-0.000274749,0.00481197,0.000288133,0.000188679,0.00122981
204,66.18,7.30987,-694.916,-0.00409357,0.00184693,0.00278827,0.0056063,0.00037273,0.000254339,0.00156353,57.7388,10.3303,-695.125,-0.0049165,0.00153686,0.00486357,0.00708552,0.000441707,0.000258851,0.00191106,57.9435,8.07444,-696.71,-0.00469747,0.00180547,0.00203075,0.0054313,0.000346493,0.000217293,0.00149502,58.4098,5.4752,-698.512,-0.004577,0.0022416,0.000246134,0.00510383,0.00028683,0.000186861,0.001224
205,66.1189,7.31274,-694.931,-0.00436726,0.00172393,0.00330313,0.0061652,0.0003735,0.000254659,0.00156691,57.7388,10.3303,-695.125,-0.00574963,0.00164815,0.0053667,0.00803624,0.000450973,0.000261985,0.00195068,57.9435,8.07444,-696.71,-0.00516235,0.00162934,0.0036565,0.0065392,0.000349932,0.000218797,0.00150976,58.4098,5.4752,-698.512,-0.00462508,0.0017978,0.00149525,0.00519995,0.000288431,0.000188348,0.00123095
206,66.0805,7.30999,-694.944,-0.00445341,0.00156932,0.00367276,0.00632106,0.000371718,0.000253671,0.00156023,57.7388,10.3303,-695.125,-0.00526418,0.00190872,0.00416012,0.00697581,0.000445576,0.000257557,0.00192706,57.9435,8.07444,-696.71,-0.00549123,0.00183815,0.00325817,0.00665693,0.000345121,0.000215715,0.00148898,58.4098,5.4752,-698.512,-0.00501006,0.0020128,0.000719651,0.00545729,0.000286391,0.000187255,0.0012223
207,66.1189,7.31274,-694.931,-0.00447441,0.00133566,0.00353844,0.00606268,0.000372178,0.000254629,0.00156197,57.7388,10.3303,-695.125,-0.00560973,0.00157437,0.00505275,0.00771288,0.000444874,0.000260222,0.00192466,57.9435,8.07444,-696.71,-0.00517961,0.00152496,0.0024969,0.00596055,0.000346142,0.000219864,0.00149405,58.4098,5.4752,-698.512,-0.00483639,0.00163668,0.00137881,0.00529191,0.000286633,0.000188081,0.00122351
208,66.0503,7.31066,-694.952,-0.00442851,0.00133494,0.00319232,0.0060066,0.000371492,0.000253019,0.00155965,57.7388,10.3303,-695.125,-0.00473426,0.00168721,0.00257457,0.00565089,0.000448758,0.000257113,0.00194035,57.9435,8.07444,-696.71,-0.00495739,0.00158566,0.00155966,0.00545996,0.000348624,0.000216201,0.00150379,58.4098,5.4752,-698.512,-0.00476407,0.00185794,-0.000574868,0.0051577,0.000286411,0.000187683,0.0012225
209,66.0503,7.31066,-694.952,-0.00425528,0.00170927,0.00222849,0.00562421,0.000372384,0.000255035,0.0015634,57.7388,10.3303,-695.125,-0.00587039,0.0017725,0.00762685,0.00978736,0.000445031,0.000262511,0.00192581,57.9435,8.07444,-696.71,-0.00534634,0.00165529,0.00361709,0.00668236,0.000344471,0.000218895,0.00148686,58.4098,5.4752,-698.512,-0.00465037,0.00191827,0.00012153,0.00504893,0.000286245,0.000189123,0.00122219
210,66.0503,7.31066,-694.952,-0.00426232,0.00206959,0.00147642,0.00549731,0.000373187,0.000254677,0.00156678,57.7388,10.3303,-695.125,-0.00511951,0.00220089,0.00133885,0.00573133,0.000444466,0.00025438,0.00192174,57.9435,8.07444,-696.71,-0.00467381,0.00229222,-0.00057593,0.00525204,0.000348284,0.000216612,0.00150244,58.4098,5.4752,-698.512,-0.00452087,0.00234607,-0.00157524,0.00533313,0.000288763,0.000186959,0.00123195
211,66.0503,7.31066,-694.952,-0.0041918,0.00244362,0.00107535,0.00540226,0.000371988,0.000253918,0.00156184,57.7388,10.3303,-695.125,-0.0054075,0.00261103,0.00277742,0.00661709,0.000448545,0.000262705,0.00194062,57.9435,8.07444,-696.71,-0.00478479,0.00262449,-0.000742681,0.00554195,0.000343984,0.000218729,0.00148479,58.4098,5.4752,-698.512,-0.00450655,0.00295282,-0.00177915,0.00568157,0.000284669,0.00018802,0.00121545
212,66.0503,7.31066,-694.952,-0.00408644,0.00280814,0.000801838,0.00557239,0.000374183,0.000255853,0.00157087,57.7388,10.3303,-695.125,-0.0049126,0.00281823,0.00196519,0.00599609,0.000445088,0.000263969,0.00192636,57.9435,8.07444,-696.71,-0.00458997,0.00307618,-0.00157399,0.00576796,0.00034908,0.000220325,0.00150646,58.4098,5.4752,-698.512,-0.00439988,0.0030927,-0.00135425,0.00556026,0.000292065,0.000189641,0.00124618
213,66.0503,7.31066,-694.952,-0.00425601,0.00279658,0.00213746,0.00591378,0.000374013,0.000256183,0.00157011,57.7388,10.3303,-695.125,-0.00523457,0.00259298,0.00499429,0.0076912,0.000446663,0.000261861,0.00193253,57.9435,8.07444,-696.71,-0.00520378,0.00285081,0.00118587,0.00609074,0.000348604,0.000220597,0.00150452,58.4098,5.4752,-698.512,-0.00506845,0.00302591,0.00103598,0.00600669,0.000289927,0.00019142,0.00123788
214,66.0805,7.30999,-694.944,-0.00425294,0.00264612,0.00238739,0.00596361,0.00037402,0.00025523,0.00156955,57.7388,10.3303,-695.125,-0.00473403,0.0033699,0.000583228,0.00586313,0.000446697,0.000261187,0.00193253,57.9435,8.07444,-696.71,-0.00472813,0.00292805,0.000866779,0.00564293,0.000344225,0.00021977,0.00148598,58.4098,5.4752,-698.512,-0.00418734,0.00319484,-0.000909771,0.00535064,0.00028959,0.000187925,0.00123559
215,66.0503,7.31066,-694.952,-0.00422518,0.00232937,0.00302089,0.00607202,0.000373392,0.000253733,0.00156752,57.7388,10.3303,-695.125,-0.00538136,0.00250575,0.00407222,0.00720154,0.000445531,0.000260803,0.00192755,57.9435,8.07444,-696.71,-0.00559327,0.00243587,0.00412744,0.00736922,0.000349233,0.000218206,0.0015067,58.4098,5.4752,-698.512,-0.00500264,0.0024566,0.00272969,0.00620973,0.000290675,0.000188345,0.00124014
