"Average",,,,,,,,"P0",,,,,,
"Index [1]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","displacement","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","displacement"
1892,3.84839,2.93288,-505.844,-0.0100907,0.00301623,-0.0117845,0.0158106,4.033,3.03709,-505.638,-0.0105477,0.00306362,-0.012043,0.0163002
1893,3.84839,2.93288,-505.844,-0.0101094,0.00310564,-0.0114672,0.0156053,4.033,3.03709,-505.638,-0.0105278,0.00313707,-0.0115174,0.0159167
1894,3.84839,2.93288,-505.844,-0.0101494,0.00325066,-0.0115707,0.0157362,4.033,3.03709,-505.638,-0.0105826,0.00330729,-0.0117771,0.0161754
1895,3.84839,2.93288,-505.844,-0.0102086,0.00329175,-0.0117272,0.0158981,4.033,3.03709,-505.638,-0.0106412,0.00328398,-0.0117537,0.016192
1896,3.84839,2.93288,-505.844,-0.0100033,0.00341654,-0.0115478,0.0156639,4.033,3.03709,-505.638,-0.0104452,0.00343459,-0.0116247,0.0160019
1897,3.84839,2.93288,-505.844,-0.0100823,0.00345869,-0.0114352,0.015644,4.033,3.03709,-505.638,-0.0104767,0.00348009,-0.01126,0.0157703
1898,3.84839,2.93288,-505.844,-0.00992391,0.00361402,-0.0108782,0.0151684,4.033,3.03709,-505.638,-0.0103049,0.00367044,-0.0110118,0.0155222
1899,3.84839,2.93288,-505.844,-0.00994817,0.00366184,-0.0112071,0.0154332,4.033,3.03709,-505.638,-0.01038,0.00366902,-0.0112551,0.015745
1900,3.84839,2.93288,-505.844,-0.00986519,0.00374573,-0.0114024,0.0155418,4.033,3.03709,-505.638,-0.0102649,0.00380882,-0.0115568,0.0159204
1901,3.84839,2.93288,-505.844,-0.00985193,0.0036962,-0.0113331,0.0154774,4.033,3.03709,-505.638,-0.0102957,0.00375309,-0.0112978,0.0157409
1902,3.84839,2.93288,-505.844,-0.0097538,0.00366737,-0.0114393,0.0154844,4.033,3.03709,-505.638,-0.0101946,0.00372073,-0.0114345,0.0157659
1903,3.84839,2.93288,-505.844,-0.00968741,0.00361401,-0.0102848,0.0145895,4.033,3.03709,-505.638,-0.0101132,0.00366582,-0.0103435,0.0149236
1904,3.84839,2.93288,-505.844,-0.00964651,0.00349055,-0.0106969,0.0148335,4.033,3.03709,-505.638,-0.0100361,0.00350254,-0.0105799,0.0149992
1905,3.84839,2.93288,-505.844,-0.00948983,0.00336611,-0.0106716,0.0146809,4.033,3.03709,-505.638,-0.00993626,0.0034045,-0.0107059,0.0149987
1906,3.84839,2.93288,-505.844,-0.00940989,0.00317281,-0.0105404,0.0144882,4.033,3.03709,-505.638,-0.00982458,0.00320219,-0.0105921,0.014798
1907,3.84839,2.93288,-505.844,-0.00922394,0.00305515,-0.00968048,0.0137194,4.033,3.03709,-505.638,-0.00964985,0.00310828,-0.00977295,0.0140817
1908,3.84839,2.93288,-505.844,-0.00910257,0.00290555,-0.0103131,0.0140677,4.033,3.03709,-505.638,-0.00951572,0.00295728,-0.0103824,0.0143916
1909,3.84839,2.93288,-505.844,-0.00907551,0.00274441,-0.0106372,0.0142632,4.033,3.03709,-505.638,-0.00948935,0.00279592,-0.0107576,0.0146168
1910,3.84839,2.93288,-505.844,-0.00907573,0.00266235,-0.0101404,0.0138823,4.033,3.03709,-505.638,-0.00949538,0.00268501,-0.00999804,0.0140496
1911,3.84839,2.93288,-505.844,-0.00902447,0.00247967,-0.00987802,0.0136154,4.033,3.03709,-505.638,-0.00942927,0.00251288,-0.0100116,0.0139817
1912,3.84839,2.93288,-505.844,-0.00911036,0.00234955,-0.00908178,0.0130842,4.033,3.03709,-505.638,-0.00952777,0.00237415,-0.00927888,0.0135107
1913,3.84839,2.93288,-505.844,-0.00884634,0.00222074,-0.0090749,0.0128757,4.033,3.03709,-505.638,-0.00929358,0.0022683,-0.00909833,0.0132034
1914,3.84839,2.93288,-505.844,-0.00891622,0.00212938,-0.00891538,0.0127929,4.033,3.03709,-505.638,-0.00935752,0.0021568,-0.00906883,0.0132086
1915,3.84839,2.93288,-505.844,-0.00887014,0.00204173,-0.0084003,0.0123964,4.033,3.03709,-505.638,-0.00928785,0.00206842,-0.00832597,0.0126447
1916,3.84839,2.93288,-505.844,-0.00878652,0.00200344,-0.0088224,0.0126221,4.033,3.03709,-505.638,-0.00918932,0.00202339,-0.00881698,0.0128961
1917,3.84839,2.93288,-505.844,-0.00865916,0.00192423,-0.00886796,0.0125637,4.033,3.03709,-505.638,-0.00906986,0.00198155,-0.0089517,0.0129005
1918,3.84839,2.93288,-505.844,-0.00868768,0.00191546,-0.00821533,0.012123,4.033,3.03709,-505.638,-0.00911062,0.00197671,-0.00837013,0.0125308
1919,3.84839,2.93288,-505.844,-0.00867429,0.00193011,-0.00843848,0.0122702,4.033,3.03709,-505.638,-0.00913269,0.00201403,-0.00839859,0.0125721
1920,3.84839,2.93288,-505.844,-0.00873637,0.00192357,-0.00728677,0.0115475,4.033,3.03709,-505.638,-0.00913953,0.00196733,-0.00727721,0.0118483
1921,3.84839,2.93288,-505.844,-0.00871855,0.00182888,-0.00709768,0.0113978,4.033,3.03709,-505.638,-0.00913056,0.00188406,-0.00713788,0.0117424
1922,3.84839,2.93288,-505.844,-0.00870926,0.0017957,-0.0068627,0.011248,4.033,3.03709,-505.638,-0.00910582,0.00186586,-0.00676188,0.0114969
1923,3.84839,2.93288,-505.844,-0.00861512,0.00158342,-0.00688573,0.0111543,4.033,3.03709,-505.638,-0.00904157,0.00163909,-0.00690349,0.0114953
1924,3.84839,2.93288,-505.844,-0.00848951,0.00169615,-0.00673109,0.0109847,4.033,3.03709,-505.638,-0.00893328,0.00176011,-0.00674473,0.0113341
1925,3.84839,2.93288,-505.844,-0.00856883,0.00158441,-0.00578077,0.0104655,4.033,3.03709,-505.638,-0.00900029,0.0016348,-0.00568659,0.0107715
1926,3.84839,2.93288,-505.844,-0.00850808,0.001525,-0.00622257,0.0106648,4.033,3.03709,-505.638,-0.0089571,0.00158944,-0.00617445,0.0109962
1927,3.84839,2.93288,-505.844,-0.00843718,0.00146528,-0.00577549,0.010341,4.033,3.03709,-505.638,-0.00886967,0.00152972,-0.00575588,0.0106857
1928,3.84839,2.93288,-505.844,-0.00841739,0.00143343,-0.00582116,0.0103456,4.033,3.03709,-505.638,-0.00883625,0.0015002,-0.0057468,0.0106484
1929,3.84839,2.93288,-505.844,-0.00839317,0.00125879,-0.00558978,0.0101765,4.033,3.03709,-505.638,-0.00880509,0.00128305,-0.0055112,0.010469
1930,3.84839,2.93288,-505.844,-0.00834527,0.000907835,-0.00537573,0.00997081,4.033,3.03709,-505.638,-0.0087869,0.000965054,-0.00557578,0.0104514
1931,3.84839,2.93288,-505.844,-0.00832895,0.000849399,-0.00512833,0.00982942,4.033,3.03709,-505.638,-0.00877133,0.000890205,-0.00516175,0.0102186
1932,3.84839,2.93288,-505.844,-0.00825338,0.000456129,-0.0052256,0.00978674,4.033,3.03709,-505.638,-0.00869524,0.000507416,-0.00534909,0.0102225
1933,3.84839,2.93288,-505.844,-0.00824809,0.000286599,-0.00501748,0.0096685,4.033,3.03709,-505.638,-0.00867042,0.000271164,-0.00528417,0.0101589
1934,3.84839,2.93288,-505.844,-0.00798967,-9.63008e-05,-0.00522367,0.00954922,4.033,3.03709,-505.638,-0.00840334,-5.94303e-05,-0.00543472,0.010008
1935,3.84839,2.93288,-505.844,-0.00804714,-0.000406648,-0.005771,0.00992264,4.033,3.03709,-505.638,-0.00850995,-0.00038024,-0.0059014,0.0103648
1936,3.84839,2.93288,-505.844,-0.00795395,-0.000584953,-0.00519462,0.00953512,4.033,3.03709,-505.638,-0.00840258,-0.000574492,-0.00512931,0.00986344
1937,3.84839,2.93288,-505.844,-0.00787325,-0.000891823,-0.00468505,0.00921362,4.033,3.03709,-505.638,-0.008313,-0.000870921,-0.00471174,0.00959603
1938,3.84839,2.93288,-505.844,-0.00782581,-0.00109269,-0.00504944,0.00939134,4.033,3.03709,-505.638,-0.00824723,-0.00109405,-0.00509134,0.00975665
1939,3.84839,2.93288,-505.844,-0.00779228,-0.00133552,-0.00448059,0.00909037,4.033,3.03709,-505.638,-0.00820332,-0.00132691,-0.00460469,0.00950053
1940,3.84839,2.93288,-505.844,-0.00775357,-0.00140467,-0.00492872,0.00930059,4.033,3.03709,-505.638,-0.00816228,-0.00137791,-0.00502525,0.00968458
1941,3.84839,2.93288,-505.844,-0.00778767,-0.0015992,-0.00477261,0.0092878,4.033,3.03709,-505.638,-0.00819506,-0.00160464,-0.0049773,0.00972354
1942,3.84839,2.93288,-505.844,-0.00759776,-0.00156696,-0.0045443,0.00900158,4.033,3.03709,-505.638,-0.00803015,-0.00155924,-0.00472922,0.00945062
1943,3.84839,2.93288,-505.844,-0.007555,-0.00149363,-0.0040366,0.00869838,4.033,3.03709,-505.638,-0.00800485,-0.00148606,-0.00421207,0.00916698
1944,3.84839,2.93288,-505.844,-0.0074626,-0.00133286,-0.00430935,0.00872956,4.033,3.03709,-505.638,-0.00789763,-0.00131631,-0.00432117,0.00909919
1945,3.84839,2.93288,-505.844,-0.00745809,-0.00111956,-0.00425195,0.00866353,4.033,3.03709,-505.638,-0.00788105,-0.00109442,-0.00434114,0.00906458
1946,3.84839,2.93288,-505.844,-0.00751143,-0.00101426,-0.00416283,0.00865658,4.033,3.03709,-505.638,-0.00793981,-0.000975612,-0.00422942,0.00905021
1947,3.84839,2.93288,-505.844,-0.00755125,-0.000722042,-0.00441719,0.00878649,4.033,3.03709,-505.638,-0.00798299,-0.000686464,-0.00452816,0.00920474
1948,3.84839,2.93288,-505.844,-0.00745802,-0.000522372,-0.00401797,0.00850651,4.033,3.03709,-505.638,-0.00791479,-0.000465729,-0.00397084,0.00886965
1949,3.84839,2.93288,-505.844,-0.00769992,-0.000296878,-0.00415317,0.00876088,4.033,3.03709,-505.638,-0.00814726,-0.000261833,-0.00436616,0.00924816
1950,3.84839,2.93288,-505.844,-0.00745208,-8.88275e-05,-0.00392004,0.00842935,4.033,3.03709,-505.638,-0.00788918,-3.50301e-05,-0.00398603,0.00883971
1951,3.84839,2.93288,-505.844,-0.00741465,2.95938e-05,-0.00462174,0.00876837,4.033,3.03709,-505.638,-0.0078691,6.84262e-05,-0.00454297,0.00909318
1952,3.84839,2.93288,-505.844,-0.00737073,0.000162429,-0.00402959,0.00840508,4.033,3.03709,-505.638,-0.00781041,0.000241034,-0.00418364,0.00886368
1953,3.84839,2.93288,-505.844,-0.00727213,0.000360565,-0.00416881,0.00840021,4.033,3.03709,-505.638,-0.00768699,0.000435095,-0.00421619,0.00878013
1954,3.84839,2.93288,-505.844,-0.00752266,0.000555963,-0.0043641,0.00871983,4.033,3.03709,-505.638,-0.00793435,0.00061587,-0.00447368,0.00913012
1955,3.84839,2.93288,-505.844,-0.00739431,0.000640303,-0.00508192,0.00900936,4.033,3.03709,-505.638,-0.00782846,0.000735535,-0.00516727,0.00941092
1956,3.84839,2.93288,-505.844,-0.00752531,0.00066839,-0.00544841,0.00932877,4.033,3.03709,-505.638,-0.0079431,0.000757637,-0.00536561,0.00961731
1957,3.84839,2.93288,-505.844,-0.0074348,0.000836339,-0.00466171,0.0088227,4.033,3.03709,-505.638,-0.00785111,0.00089859,-0.00467424,0.0091818
1958,3.84839,2.93288,-505.844,-0.00753441,0.000819071,-0.00527316,0.00923737,4.033,3.03709,-505.638,-0.00799613,0.000868812,-0.00535082,0.0096608
1959,3.84839,2.93288,-505.844,-0.00754898,0.000748726,-0.00539992,0.00932042,4.033,3.03709,-505.638,-0.00795075,0.00079651,-0.00549295,0.00969779
1960,3.84839,2.93288,-505.844,-0.00758944,0.00083613,-0.00571554,0.00954005,4.033,3.03709,-505.638,-0.00800355,0.000913648,-0.00592118,0.00999772
1961,3.84839,2.93288,-505.844,-0.00756955,0.000760591,-0.00614104,0.00978181,4.033,3.03709,-505.638,-0.00799304,0.000805513,-0.00629416,0.0102059
1962,3.84839,2.93288,-505.844,-0.00751716,0.000505414,-0.00718649,0.0104248,4.033,3.03709,-505.638,-0.00792567,0.000536064,-0.00714584,0.0106866
1963,3.84839,2.93288,-505.844,-0.00752754,0.000559971,-0.00647524,0.00997057,4.033,3.03709,-505.638,-0.00796129,0.000600036,-0.00623997,0.0101366
1964,3.84839,2.93288,-505.844,-0.00746353,0.000561577,-0.00689956,0.0101845,4.033,3.03709,-505.638,-0.0078848,0.000626854,-0.00700962,0.0105689
1965,3.84839,2.93288,-505.844,-0.00752369,0.00050272,-0.00769598,0.0107887,4.033,3.03709,-505.638,-0.00799733,0.000521312,-0.00764736,0.0110793
1966,3.84839,2.93288,-505.844,-0.00761705,0.000444627,-0.00793744,0.0110227,4.033,3.03709,-505.638,-0.00806618,0.000449417,-0.00792838,0.0113205
1967,3.84839,2.93288,-505.844,-0.0076736,0.000468416,-0.00817512,0.011239,4.033,3.03709,-505.638,-0.00809778,0.000493269,-0.00802575,0.0114139
1968,3.84839,2.93288,-505.844,-0.00761924,0.000417962,-0.00846588,0.0114102,4.033,3.03709,-505.638,-0.00800985,0.000407513,-0.00839284,0.0116105
1969,3.84839,2.93288,-505.844,-0.00778706,0.000334466,-0.00907734,0.0119735,4.033,3.03709,-505.638,-0.00818581,0.000359374,-0.00921283,0.0123306
1970,3.84839,2.93288,-505.844,-0.00785195,0.000534785,-0.00910557,0.0120452,4.033,3.03709,-505.638,-0.00829062,0.000542556,-0.00915645,0.0123655
1971,3.84839,2.93288,-505.844,-0.00762345,0.000642196,-0.00886314,0.0117143,4.033,3.03709,-505.638,-0.00805413,0.000647125,-0.00891799,0.0120343
1972,3.84839,2.93288,-505.844,-0.00788309,0.000946757,-0.00957328,0.0124487,4.033,3.03709,-505.638,-0.00829366,0.000931871,-0.00960053,0.0127223
1973,3.84839,2.93288,-505.844,-0.00782916,0.0012154,-0.00980261,0.0126122,4.033,3.03709,-505.638,-0.00827219,0.00123759,-0.0098125,0.0128941
1974,3.84839,2.93288,-505.844,-0.00807404,0.00149764,-0.00968409,0.0127043,4.033,3.03709,-505.638,-0.00848002,0.00154723,-0.00965053,0.0129403
1975,3.84839,2.93288,-505.844,-0.00793214,0.00178026,-0.00948317,0.0125004,4.033,3.03709,-505.638,-0.0083613,0.00181731,-0.00944578,0.0127458
1976,3.84839,2.93288,-505.844,-0.00818563,0.00213731,-0.0101534,0.0132215,4.033,3.03709,-505.638,-0.00864897,0.00218195,-0.0103128,0.0136356
1977,3.84839,2.93288,-505.844,-0.00835995,0.00239651,-0.00992035,0.0132012,4.033,3.03709,-505.638,-0.00880154,0.00246051,-0.00992056,0.0134889
1978,3.84839,2.93288,-505.844,-0.0083239,0.00265714,-0.00962188,0.0130067,4.033,3.03709,-505.638,-0.00878454,0.00274174,-0.00958875,0.0132909
1979,3.84839,2.93288,-505.844,-0.00832132,0.00294094,-0.0104879,0.0137225,4.033,3.03709,-505.638,-0.00875374,0.00301291,-0.010375,0.0139075
1980,3.84839,2.93288,-505.844,-0.00853779,0.00332974,-0.0102045,0.0137238,4.033,3.03709,-505.638,-0.00896947,0.00338909,-0.0101889,0.0139919
1981,3.84839,2.93288,-505.844,-0.008465,0.00352346,-0.010266,0.0137745,4.033,3.03709,-505.638,-0.0089005,0.00358556,-0.0102428,0.0140364
1982,3.84839,2.93288,-505.844,-0.00857914,0.00381666,-0.0110841,0.014537,4.033,3.03709,-505.638,-0.00900264,0.00384523,-0.0110947,0.0147975
1983,3.84839,2.93288,-505.844,-0.00874139,0.00401611,-0.0105188,0.0142624,4.033,3.03709,-505.638,-0.00915419,0.0040854,-0.0104201,0.0144598
1984,3.84839,2.93288,-505.844,-0.00877446,0.00418613,-0.0107802,0.0145257,4.033,3.03709,-505.638,-0.00919505,0.00424592,-0.0106323,0.0146847
1985,3.84839,2.93288,-505.844,-0.00889852,0.00426622,-0.0113789,0.0150709,4.033,3.03709,-505.638,-0.00930377,0.00431843,-0.0113384,0.0152904
1986,3.84839,2.93288,-505.844,-0.00902749,0.0043024,-0.0113252,0.0151138,4.033,3.03709,-505.638,-0.00948225,0.00436487,-0.0115103,0.0155392
1987,3.84839,2.93288,-505.844,-0.00895062,0.00431718,-0.0114809,0.0151932,4.033,3.03709,-505.638,-0.00940723,0.00440096,-0.0115422,0.015528
1988,3.84839,2.93288,-505.844,-0.00913264,0.00439456,-0.0118319,0.0155852,4.033,3.03709,-505.638,-0.009561,0.00444137,-0.0119979,0.015972
1989,3.84839,2.93288,-505.844,-0.00916279,0.00432793,-0.0117345,0.0155097,4.033,3.03709,-505.638,-0.00959072,0.00434836,-0.0118425,0.0158478
1990,3.84839,2.93288,-505.844,-0.00911237,0.00418475,-0.0115583,0.0153069,4.033,3.03709,-505.638,-0.00949902,0.00421552,-0.0115954,0.0155714
1991,3.84839,2.93288,-505.844,-0.00918368,0.00407489,-0.012079,0.0157164,4.033,3.03709,-505.638,-0.00960544,0.00409444,-0.0121304,0.0160057
1992,3.84839,2.93288,-505.844,-0.00935039,0.00398476,-0.0122062,0.0158941,4.033,3.03709,-505.638,-0.00979389,0.00401131,-0.0120952,0.0160729
1993,3.84839,2.93288,-505.844,-0.00935348,0.00392795,-0.0124777,0.0160929,4.033,3.03709,-505.638,-0.00977095,0.00393082,-0.0123643,0.0162431
1994,3.84839,2.93288,-505.844,-0.00957515,0.003711,-0.0126647,0.0163143,4.033,3.03709,-505.638,-0.0100183,0.00374519,-0.0125495,0.0164895
1995,3.84839,2.93288,-505.844,-0.00952719,0.00353942,-0.0121279,0.015838,4.033,3.03709,-505.638,-0.00997511,0.0035168,-0.0118137,0.0158579
1996,3.84839,2.93288,-505.844,-0.009579,0.00327229,-0.0124934,0.016085,4.033,3.03709,-505.638,-0.0100047,0.00329787,-0.0125378,0.0163761
1997,3.84839,2.93288,-505.844,-0.00967943,0.00304014,-0.0124772,0.0160877,4.033,3.03709,-505.638,-0.0101274,0.00303598,-0.0125053,0.0163761
1998,3.84839,2.93288,-505.844,-0.00957639,0.00287752,-0.0130227,0.0164311,4.033,3.03709,-505.638,-0.0100424,0.00288231,-0.0128722,0.0165799
1999,3.84839,2.93288,-505.844,-0.0096108,0.00284674,-0.0134621,0.0167915,4.033,3.03709,-505.638,-0.0100518,0.00283091,-0.0134524,0.0170308
2000,3.84839,2.93288,-505.844,-0.00971791,0.00266365,-0.012249,0.0158645,4.033,3.03709,-505.638,-0.0101653,0.00270785,-0.0124336,0.016287
2001,3.84839,2.93288,-505.844,-0.00983447,0.00276369,-0.0129725,0.0165185,4.033,3.03709,-505.638,-0.0102712,0.00275381,-0.01294,0.0167495
2002,3.84839,2.93288,-505.844,-0.00983872,0.00270529,-0.0127659,0.0163509,4.033,3.03709,-505.638,-0.0102977,0.00272249,-0.0128351,0.0166801
2003,3.84839,2.93288,-505.844,-0.0099008,0.00277506,-0.0127456,0.0163841,4.033,3.03709,-505.638,-0.0103394,0.00279298,-0.0126791,0.0165977
2004,3.84839,2.93288,-505.844,-0.0100023,0.00287275,-0.0121446,0.0159993,4.033,3.03709,-505.638,-0.010415,0.00290759,-0.0120846,0.0162165
2005,3.84839,2.93288,-505.844,-0.0100357,0.00299274,-0.0114581,0.01553,4.033,3.03709,-505.638,-0.0104695,0.00303999,-0.0113305,0.015724
2006,3.84839,2.93288,-505.844,-0.0100852,0.00314355,-0.011866,0.0158957,4.033,3.03709,-505.638,-0.0105232,0.00319267,-0.0118313,0.0161537
2007,3.84839,2.93288,-505.844,-0.010067,0.00332501,-0.0113922,0.0155726,4.033,3.03709,-505.638,-0.0104867,0.00334286,-0.0112712,0.0157548
2008,3.84839,2.93288,-505.844,-0.0101544,0.00365087,-0.0113256,0.0156535,4.033,3.03709,-505.638,-0.0105888,0.00370168,-0.0112339,0.0158763
2009,3.84839,2.93288,-505.844,-0.0102477,0.00373284,-0.0105826,0.0152065,4.033,3.03709,-505.638,-0.0106622,0.00375715,-0.0104429,0.015391
2010,3.84839,2.93288,-505.844,-0.0102683,0.00388054,-0.0102301,0.0150122,4.033,3.03709,-505.638,-0.010669,0.00394449,-0.0101352,0.0152356
2011,3.84839,2.93288,-505.844,-0.0103316,0.00395594,-0.0100757,0.0149748,4.033,3.03709,-505.638,-0.0107881,0.00401294,-0.00991292,0.0151917
2012,3.84839,2.93288,-505.844,-0.0103092,0.00409831,-0.0102823,0.0151377,4.033,3.03709,-505.638,-0.0107549,0.0041473,-0.0102513,0.0154271
2013,3.84839,2.93288,-505.844,-0.0102813,0.00400572,-0.00983077,0.0147861,4.033,3.03709,-505.638,-0.0107192,0.00406926,-0.00971616,0.0150292
2014,3.84839,2.93288,-505.844,-0.0104546,0.00391905,-0.00944708,0.0146315,4.033,3.03709,-505.638,-0.0109014,0.00397309,-0.00944936,0.0149643
2015,3.84839,2.93288,-505.844,-0.0104646,0.0038522,-0.00893446,0.0142956,4.033,3.03709,-505.638,-0.0108765,0.00391602,-0.00887134,0.014572
2016,3.84839,2.93288,-505.844,-0.0105119,0.00370549,-0.0101137,0.0150683,4.033,3.03709,-505.638,-0.0109484,0.00376546,-0.00986999,0.015216
2017,3.84839,2.93288,-505.844,-0.0104339,0.00351588,-0.00922387,0.0143676,4.033,3.03709,-505.638,-0.010836,0.00360205,-0.0092738,0.0147107
2018,3.84839,2.93288,-505.844,-0.0104142,0.00344594,-0.0102626,0.0150424,4.033,3.03709,-505.638,-0.0108421,0.00347238,-0.0101075,0.0152272
2019,3.84839,2.93288,-505.844,-0.0104438,0.00317442,-0.00990878,0.0147533,4.033,3.03709,-505.638,-0.0108493,0.00321509,-0.00974101,0.0149323
2020,3.84839,2.93288,-505.844,-0.0103612,0.0029133,-0.00969825,0.0144933,4.033,3.03709,-505.638,-0.0108035,0.00295825,-0.00977955,0.0148701
2021,3.84839,2.93288,-505.844,-0.0103798,0.0025822,-0.00972567,0.01447,4.033,3.03709,-505.638,-0.0107982,0.00260463,-0.00958441,0.0146732
2022,3.84839,2.93288,-505.844,-0.0103488,0.0023217,-0.00915214,0.0140166,4.033,3.03709,-505.638,-0.01077,0.00237323,-0.00900906,0.0142409
2023,3.84839,2.93288,-505.844,-0.0102376,0.00191187,-0.0091339,0.0138567,4.033,3.03709,-505.638,-0.0106759,0.00192444,-0.00914166,0.0141863
2024,3.84839,2.93288,-505.844,-0.0102732,0.00164619,-0.00920863,0.0139069,4.033,3.03709,-505.638,-0.0107149,0.00167934,-0.00908827,0.0141518
2025,3.84839,2.93288,-505.844,-0.0102635,0.00131126,-0.0092858,0.0139147,4.033,3.03709,-505.638,-0.0106617,0.00131083,-0.00911621,0.0140902
2026,3.84839,2.93288,-505.844,-0.0100608,0.00115317,-0.0091989,0.0136886,4.033,3.03709,-505.638,-0.0104755,0.00117711,-0.00923275,0.0140141
2027,3.84839,2.93288,-505.844,-0.00999057,0.00083466,-0.00932119,0.0136979,4.033,3.03709,-505.638,-0.0103802,0.000836242,-0.00927727,0.0139481
2028,3.84839,2.93288,-505.844,-0.0100698,0.000701914,-0.00992756,0.0141713,4.033,3.03709,-505.638,-0.0104573,0.000682597,-0.00986124,0.0143917
2029,3.84839,2.93288,-505.844,-0.00995176,0.000435634,-0.00903108,0.0134527,4.033,3.03709,-505.638,-0.0103772,0.000441593,-0.00902058,0.0137576
2030,3.84839,2.93288,-505.844,-0.0100062,0.000204251,-0.00957904,0.0138644,4.033,3.03709,-505.638,-0.010409,0.00025533,-0.00948865,0.0140888
2031,3.84839,2.93288,-505.844,-0.00992931,2.26318e-05,-0.00934644,0.0136498,4.033,3.03709,-505.638,-0.0103627,5.36833e-05,-0.00925462,0.0138953
2032,3.84839,2.93288,-505.844,-0.00982989,-0.000115216,-0.00900447,0.0133417,4.033,3.03709,-505.638,-0.0102598,-5.97481e-05,-0.00907412,0.0136986
2033,3.84839,2.93288,-505.844,-0.00970113,-0.000194173,-0.0088406,0.0131341,4.033,3.03709,-505.638,-0.0101453,-0.000165922,-0.00879133,0.0134259
2034,3.84839,2.93288,-505.844,-0.00971919,-0.000202947,-0.00890663,0.0132052,4.033,3.03709,-505.638,-0.0101467,-0.000182522,-0.00868012,0.0133567
2035,3.84839,2.93288,-505.844,-0.00958727,-0.000323238,-0.00856159,0.0128693,4.033,3.03709,-505.638,-0.0100328,-0.000294301,-0.00854557,0.0131836
2036,3.84839,2.93288,-505.844,-0.00946105,-0.00035214,-0.00730105,0.0119685,4.033,3.03709,-505.638,-0.0098778,-0.000363488,-0.00722124,0.0122432
2037,3.84839,2.93288,-505.844,-0.00945474,-0.000181159,-0.00792129,0.0123456,4.033,3.03709,-505.638,-0.00990522,-0.000148839,-0.00787798,0.0126579
2038,3.84839,2.93288,-505.844,-0.00936235,-0.000229627,-0.00711534,0.0117676,4.033,3.03709,-505.638,-0.00976927,-0.000201081,-0.00711824,0.0120896
2039,3.84839,2.93288,-505.844,-0.00930632,-0.000299615,-0.00677781,0.0115299,4.033,3.03709,-505.638,-0.00969497,-0.000256577,-0.00664826,0.0117598
2040,3.84839,2.93288,-505.844,-0.00922553,-0.000200066,-0.00639264,0.0112473,4.033,3.03709,-505.638,-0.00964215,-0.000184342,-0.00605296,0.0113885
2041,3.84839,2.93288,-505.844,-0.00910438,-0.000240245,-0.00685678,0.0114075,4.033,3.03709,-505.638,-0.0094882,-0.00017867,-0.00686322,0.0117123
2042,3.84839,2.93288,-505.844,-0.00897621,-0.000152763,-0.00714313,0.011482,4.033,3.03709,-505.638,-0.00936747,-8.71617e-05,-0.0072575,0.0118518
2043,3.84839,2.93288,-505.844,-0.009051,-0.000201335,-0.00614016,0.0109447,4.033,3.03709,-505.638,-0.00945197,-0.000145822,-0.00612147,0.0112623
2044,3.84839,2.93288,-505.844,-0.008971,-0.000181991,-0.00629897,0.0109707,4.033,3.03709,-505.638,-0.0093761,-0.000149104,-0.00628126,0.0112874
2045,3.84839,2.93288,-505.844,-0.00880041,-0.000162161,-0.00708107,0.0113169,4.033,3.03709,-505.638,-0.00922148,-0.000133658,-0.0069256,0.0115373
