"R0",,,,,,,,,,
"Index [1]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","displacement","Sigma_X [mm]","Sigma_Y [mm]","Sigma_Z [mm]"
1275,2.59726,15.5735,-411.578,0.00533261,-0.00109894,0.00693218,0.00886744,0.000189269,0.000194541,0.000980448
1276,2.59726,15.5735,-411.578,0.00576234,-0.00095061,0.00675765,0.00898034,0.00019107,0.000196446,0.000989786
1277,2.59726,15.5735,-411.578,0.00646919,-0.00109496,0.00677806,0.00946831,0.000193164,0.000198132,0.00100056
1278,2.59726,15.5735,-411.578,0.00742539,-0.000980517,0.00714946,0.0103956,0.000189989,0.000195252,0.000984272
1279,2.59726,15.5735,-411.578,0.00798981,-0.0015684,0.00747131,0.0110792,0.00018941,0.00019462,0.000981205
1280,2.59726,15.5735,-411.578,0.00844614,-0.00144376,0.00638259,0.0107393,0.000191225,0.000196635,0.000990392
1281,2.59726,15.5735,-411.578,0.00818006,-0.00164975,0.00690861,0.0108618,0.000187925,0.000193233,0.000973565
1282,2.59726,15.5735,-411.578,0.0078048,-0.00161968,0.00733673,0.0108658,0.000187737,0.000193414,0.000972431
1283,2.59726,15.5735,-411.578,0.00736349,-0.0017956,0.0080357,0.0111011,0.000188373,0.000193828,0.000975915
1284,2.59726,15.5735,-411.578,0.00735254,-0.00174142,0.00794944,0.0110371,0.000189824,0.000194657,0.00098316
1285,2.59726,15.5735,-411.578,0.00749086,-0.00182862,0.00906004,0.0119214,0.000190609,0.000195918,0.000987103
1286,2.59726,15.5735,-411.578,0.00810882,-0.00185178,0.00890572,0.0122222,0.000190108,0.000195014,0.000984707
1287,2.59726,15.5735,-411.578,0.00887616,-0.00168929,0.00846442,0.0124175,0.000190619,0.000196478,0.00098739
1288,2.59726,15.5735,-411.578,0.00946188,-0.00165945,0.00901875,0.0132275,0.000192892,0.000198193,0.000999044
1289,2.59726,15.5735,-411.578,0.00994488,-0.00160707,0.00846398,0.0132434,0.000191993,0.000197302,0.00099465
1290,2.59726,15.5735,-411.578,0.00971266,-0.00180918,0.0100391,0.0140991,0.000195945,0.000201385,0.00101475
1291,2.59726,15.5735,-411.578,0.00936799,-0.00163805,0.00957543,0.0135649,0.000191474,0.000196848,0.000991743
1292,2.59726,15.5735,-411.578,0.00873086,-0.00160677,0.00956141,0.0131041,0.000190381,0.000195603,0.000986142
1293,2.59726,15.5735,-411.578,0.00852597,-0.0015304,0.00994197,0.0132195,0.000190563,0.000195744,0.000986988
1294,2.59726,15.5735,-411.578,0.0086892,-0.00156299,0.00943172,0.0129698,0.000189843,0.000194903,0.000983522
1295,2.59726,15.5735,-411.578,0.00945915,-0.00145928,0.00875763,0.0130812,0.000190033,0.000195118,0.0009846
1296,2.59726,15.5735,-411.578,0.0102889,-0.00156242,0.00805333,0.0132815,0.000189259,0.000194555,0.000980451
1297,2.59726,15.5735,-411.578,0.010728,-0.00172493,0.00876091,0.0139773,0.000188975,0.000193974,0.000978662
1298,2.59726,15.5735,-411.578,0.0110253,-0.00186817,0.00891683,0.0143433,0.000190196,0.000195602,0.000985444
1299,2.59726,15.5735,-411.578,0.0106967,-0.00212828,0.00906141,0.0142428,0.000194994,0.00020037,0.00101
1300,2.59726,15.5735,-411.578,0.00991195,-0.00192892,0.00956541,0.0139529,0.000189512,0.000194728,0.000981585
1301,2.59726,15.5735,-411.578,0.00932443,-0.00232484,0.00953429,0.0135902,0.000192592,0.000197461,0.000997508
1302,2.59726,15.5735,-411.578,0.00886508,-0.00232291,0.00941761,0.0131886,0.000190739,0.00019626,0.000987903
1303,2.59726,15.5735,-411.578,0.00882274,-0.00244307,0.0093024,0.013075,0.000188272,0.000193284,0.000975308
1304,2.59726,15.5735,-411.578,0.00928919,-0.0023982,0.00941271,0.0134806,0.000191823,0.000196739,0.000993794
1305,2.59726,15.5735,-411.578,0.00976285,-0.00243677,0.00920177,0.0136611,0.000190597,0.000195912,0.000987175
1306,2.59726,15.5735,-411.578,0.0102961,-0.00256675,0.00942389,0.0142404,0.000190559,0.000195686,0.000986999
1307,2.59726,15.5735,-411.578,0.0103487,-0.00241581,0.0101171,0.0146942,0.000192102,0.000197376,0.00099498
1308,2.59726,15.5735,-411.578,0.0099964,-0.00263644,0.0102097,0.0146185,0.000189204,0.000193871,0.000979992
1309,2.59726,15.5735,-411.578,0.00936005,-0.00255502,0.00984897,0.0139224,0.000193831,0.000199015,0.00100384
1310,2.59726,15.5735,-411.578,0.00842419,-0.00276627,0.0106909,0.0139444,0.000190694,0.00019633,0.000987618
1311,2.59726,15.5735,-411.578,0.0077464,-0.00264426,0.0103778,0.0132516,0.00018974,0.000194813,0.000982871
1312,2.59726,15.5735,-411.578,0.007645,-0.00282222,0.00990721,0.0129197,0.000188382,0.000193595,0.000975887
1313,2.59726,15.5735,-411.578,0.00772798,-0.00282164,0.0104969,0.0133696,0.000191035,0.000195983,0.000989507
1314,2.59726,15.5735,-411.578,0.00829133,-0.0028671,0.010158,0.0134493,0.000191608,0.000196922,0.000992469
1315,2.59726,15.5735,-411.578,0.00846322,-0.00270175,0.00880888,0.0125578,0.00018881,0.000194144,0.000978102
1316,2.59726,15.5735,-411.578,0.00858359,-0.0028561,0.00895111,0.0127727,0.000190149,0.000194988,0.000984869
1317,2.59726,15.5735,-411.578,0.00801611,-0.0029,0.00972285,0.0130028,0.000189705,0.000194823,0.000982685
1318,2.59726,15.5735,-411.578,0.00715277,-0.0029695,0.00969871,0.0124492,0.000191398,0.000196871,0.000991273
1319,2.59726,15.5735,-411.578,0.00607824,-0.0029057,0.00966802,0.0118724,0.00019078,0.000196196,0.000988277
1320,2.59726,15.5735,-411.578,0.00526031,-0.00291519,0.0104185,0.0120551,0.000187695,0.000193185,0.000972256
1321,2.59726,15.5735,-411.578,0.00497483,-0.00309338,0.00965313,0.0113297,0.000189025,0.000194017,0.000978894
1322,2.59726,15.5735,-411.578,0.00512522,-0.00311857,0.00957726,0.0113444,0.000187368,0.000192713,0.000970836
1323,2.59726,15.5735,-411.578,0.00544375,-0.00311376,0.00969021,0.0115785,0.000189078,0.000194051,0.000979334
1324,2.59726,15.5735,-411.578,0.00584516,-0.00300776,0.0101643,0.0121263,0.000191247,0.000196348,0.000990901
1325,2.59726,15.5735,-411.578,0.00595299,-0.00304626,0.00986934,0.0119362,0.000187814,0.000192654,0.000972771
1326,2.59726,15.5735,-411.578,0.00549608,-0.00292495,0.00930484,0.0112447,0.000188153,0.000193177,0.000974589
1327,2.59726,15.5735,-411.578,0.00460425,-0.00277607,0.00943855,0.0108785,0.000190708,0.000196221,0.000987907
1328,2.59726,15.5735,-411.578,0.00375873,-0.00275293,0.010007,0.0110943,0.000188441,0.000193795,0.000976031
1329,2.59726,15.5735,-411.578,0.00276452,-0.00274252,0.00981166,0.0105713,0.000191281,0.000196214,0.000990732
1330,2.59726,15.5735,-411.578,0.00246588,-0.00293212,0.0103184,0.0110237,0.000187315,0.000192455,0.000970072
1331,2.59726,15.5735,-411.578,0.00255338,-0.0028916,0.00917567,0.00997784,0.000187952,0.000193217,0.000973595
1332,2.59726,15.5735,-411.578,0.00299073,-0.00294537,0.00980081,0.0106826,0.000187732,0.000192949,0.00097258
1333,2.59726,15.5735,-411.578,0.0032603,-0.0027758,0.00890015,0.00989997,0.000188243,0.000193688,0.000975092
1334,2.59726,15.5735,-411.578,0.00337244,-0.00280382,0.00903029,0.0100636,0.000192459,0.000197418,0.000996875
1335,2.59726,15.5735,-411.578,0.00305519,-0.0028416,0.00933454,0.0102454,0.000188008,0.000192967,0.000973872
1336,2.59726,15.5735,-411.578,0.00232354,-0.0029119,0.00993458,0.0106256,0.000186941,0.000191908,0.000968316
1337,2.59726,15.5735,-411.578,0.0014557,-0.00293134,0.010909,0.0113991,0.000189736,0.000194872,0.00098291
1338,2.59726,15.5735,-411.578,0.000494867,-0.00303961,0.0104715,0.0109373,0.000189924,0.000195087,0.000983743
1339,2.59726,15.5735,-411.578,-7.04079e-05,-0.00323542,0.0100548,0.0105716,0.000188023,0.000193479,0.000973933
1340,2.59726,15.5735,-411.578,3.68564e-05,-0.00329049,0.0101512,0.0106887,0.000189329,0.000194318,0.00098073
1341,2.59726,15.5735,-411.578,0.000427619,-0.00303755,0.00985309,0.0103347,0.000190503,0.000195321,0.000986782
1342,2.59726,15.5735,-411.578,0.000938218,-0.00345853,0.0101426,0.0107683,0.000188141,0.000193432,0.000974386
1343,2.59726,15.5735,-411.578,0.00130428,-0.00321613,0.0103491,0.010924,0.000189878,0.000195028,0.000983638
1344,2.59726,15.5735,-411.578,0.000935961,-0.00328541,0.0108023,0.0113484,0.000187835,0.000193021,0.000973114
1345,2.59726,15.5735,-411.578,0.000316903,-0.00315442,0.0105323,0.0110187,0.000189404,0.000194996,0.000981259
1346,2.59726,15.5735,-411.578,-0.000886757,-0.00322231,0.0108264,0.0113427,0.000189904,0.000195157,0.000983687
1347,2.59726,15.5735,-411.578,-0.00192216,-0.00300688,0.00993463,0.0105787,0.000186617,0.000191882,0.000966756
1348,2.59726,15.5735,-411.578,-0.00224257,-0.00288731,0.0102475,0.0109019,0.000191649,0.000196812,0.00099287
1349,2.59726,15.5735,-411.578,-0.00224317,-0.00297455,0.0101398,0.0108198,0.000190704,0.000196027,0.000987722
1350,2.59726,15.5735,-411.578,-0.0019493,-0.00287849,0.0101944,0.010796,0.000187367,0.000192436,0.000970569
1351,2.59726,15.5735,-411.578,-0.0013995,-0.00276644,0.0100658,0.0105533,0.000186026,0.000191555,0.000963707
1352,2.59726,15.5735,-411.578,-0.00122186,-0.0027044,0.0103627,0.0107913,0.000191359,0.00019669,0.000991126
1353,2.59726,15.5735,-411.578,-0.00134883,-0.00245226,0.00947188,0.00988994,0.000186458,0.000191491,0.000965807
1354,2.59726,15.5735,-411.578,-0.00210293,-0.00227516,0.00940243,0.00990767,0.000190375,0.00019578,0.000986024
1355,2.59726,15.5735,-411.578,-0.00304302,-0.00223057,0.00966273,0.0103845,0.000192901,0.000198239,0.000999344
1356,2.59726,15.5735,-411.578,-0.00393684,-0.00228557,0.0102827,0.0112604,0.000189066,0.000194204,0.000979347
1357,2.59726,15.5735,-411.578,-0.00424802,-0.00234876,0.00890493,0.0102128,0.000192669,0.000197834,0.000998116
1358,2.59726,15.5735,-411.578,-0.0044057,-0.0025037,0.00889741,0.0102568,0.000187571,0.000192672,0.000971614
1359,2.59726,15.5735,-411.578,-0.0038915,-0.00251743,0.00867364,0.00989539,0.000190897,0.000196119,0.000988967
1360,2.59726,15.5735,-411.578,-0.00323825,-0.00244033,0.00856319,0.00950606,0.000189386,0.000194371,0.000981091
1361,2.59726,15.5735,-411.578,-0.00281028,-0.00242526,0.00842121,0.00922609,0.000190156,0.000195259,0.000984986
1362,2.59726,15.5735,-411.578,-0.00245034,-0.00245875,0.00743811,0.00829303,0.000190664,0.000196035,0.000987548
1363,2.59726,15.5735,-411.578,-0.0032175,-0.00224741,0.00832877,0.00924413,0.000190314,0.000195476,0.000985932
1364,2.59726,15.5735,-411.578,-0.00394014,-0.00214316,0.00683981,0.00826788,0.00018942,0.000194908,0.000981198
1365,2.59726,15.5735,-411.578,-0.00459933,-0.00215273,0.0068053,0.00857187,0.000190847,0.000196082,0.000988518
1366,2.59726,15.5735,-411.578,-0.00486002,-0.00232728,0.007986,0.00969467,0.00019214,0.000197023,0.000995217
1367,2.59726,15.5735,-411.578,-0.00477111,-0.00218411,0.0069433,0.00874948,0.000188436,0.000193721,0.000976111
1368,2.59726,15.5735,-411.578,-0.00430884,-0.00220482,0.00683584,0.00841294,0.000186837,0.000192271,0.000967945
1369,2.59726,15.5735,-411.578,-0.00356177,-0.00222119,0.00682381,0.00805781,0.000190056,0.000195529,0.000984721
1370,2.59726,15.5735,-411.578,-0.00285604,-0.0022219,0.0067239,0.00767563,0.0001915,0.000196576,0.000991838
1371,2.59726,15.5735,-411.578,-0.00257418,-0.00200896,0.00664036,0.00743237,0.000190196,0.000195371,0.000985458
1372,2.59726,15.5735,-411.578,-0.00274071,-0.00190591,0.00691307,0.00769372,0.000189489,0.000194579,0.000981594
1373,2.59726,15.5735,-411.578,-0.00340894,-0.00167356,0.00650109,0.00757417,0.000189863,0.000195205,0.000983352
1374,2.59726,15.5735,-411.578,-0.00399386,-0.0014725,0.00670446,0.00801982,0.00019117,0.000196363,0.000990242
1375,2.59726,15.5735,-411.578,-0.00434712,-0.00141094,0.0063797,0.00792564,0.000189333,0.000194661,0.000980832
1376,2.59726,15.5735,-411.578,-0.00409252,-0.0014054,0.00610263,0.00755725,0.000186881,0.000192034,0.00096781
1377,2.59726,15.5735,-411.578,-0.00355947,-0.0012969,0.00626638,0.00739709,0.000189232,0.000194803,0.000980522
1378,2.59726,15.5735,-411.578,-0.00280484,-0.00131042,0.00603957,0.00683728,0.000192081,0.000197062,0.000994886
1379,2.59726,15.5735,-411.578,-0.00209065,-0.00130844,0.00586535,0.00638475,0.000186256,0.000191423,0.000964855
1380,2.59726,15.5735,-411.578,-0.0016346,-0.00138912,0.00616142,0.00654254,0.000190148,0.000195542,0.000984815
1381,2.59726,15.5735,-411.578,-0.001733,-0.00136383,0.00726451,0.00760086,0.000190921,0.000196344,0.000988824
1382,2.59726,15.5735,-411.578,-0.00219664,-0.00124669,0.00615194,0.00666656,0.000187862,0.000192559,0.00097294
1383,2.59726,15.5735,-411.578,-0.00268763,-0.00121178,0.00561071,0.00639194,0.000189474,0.000194697,0.000981448
1384,2.59726,15.5735,-411.578,-0.00313202,-0.00114427,0.00617583,0.00707627,0.000188105,0.000193388,0.000974361
1385,2.59726,15.5735,-411.578,-0.00301064,-0.00118909,0.00589417,0.00677304,0.000188373,0.00019344,0.000975736
1386,2.59726,15.5735,-411.578,-0.00226399,-0.00127192,0.00536278,0.00601889,0.000188403,0.00019365,0.000976016
1387,2.59726,15.5735,-411.578,-0.00159005,-0.0014162,0.00539024,0.00581406,0.000183447,0.000188636,0.000950324
1388,2.59726,15.5735,-411.578,-0.000696431,-0.00134067,0.00457744,0.00484466,0.000187043,0.000192665,0.000968764
1389,2.59726,15.5735,-411.578,-0.000331575,-0.00121491,0.00476844,0.00494737,0.000187274,0.000192361,0.000970264
1390,2.59726,15.5735,-411.578,-0.000149536,-0.00110239,0.0048833,0.00501519,0.000186098,0.000191221,0.000964108
1391,2.59726,15.5735,-411.578,-0.000616829,-0.000887137,0.00473794,0.00487558,0.000190501,0.000195515,0.000986613
1392,2.59726,15.5735,-411.578,-0.000945361,-0.000774334,0.00421403,0.00446942,0.000189622,0.00019492,0.00098226
1393,2.59726,15.5735,-411.578,-0.00106582,-0.00076042,0.00422904,0.00450222,0.00019105,0.000196448,0.000989741
1394,2.59726,15.5735,-411.578,-0.000970051,-0.000549571,0.00470162,0.00486803,0.000188177,0.000193331,0.000974815
1395,2.59726,15.5735,-411.578,-0.000398285,-0.000621847,0.00438368,0.00446782,0.000188434,0.000193887,0.00097603
1396,2.59726,15.5735,-411.578,0.000365567,-0.000575019,0.00453841,0.00459969,0.000189979,0.000195146,0.000984101
1397,2.59726,15.5735,-411.578,0.00136729,-0.000795354,0.00411133,0.00449192,0.00018755,0.000193001,0.000971631
1398,2.59726,15.5735,-411.578,0.00194872,-0.000717343,0.00441021,0.00498275,0.000189559,0.000194301,0.000981826
1399,2.59726,15.5735,-411.578,0.00191458,-0.000603277,0.00416005,0.00465329,0.000188863,0.0001938,0.000978245
1400,2.59726,15.5735,-411.578,0.00180992,-0.000565375,0.00365218,0.00422475,0.000190068,0.000195491,0.000984538
1401,2.59726,15.5735,-411.578,0.0013503,-0.000526572,0.00388103,0.0041855,0.000191259,0.000196717,0.000990667
1402,2.59726,15.5735,-411.578,0.00112662,-0.000621442,0.00277925,0.00348034,0.000184423,0.000189592,0.000955566
1403,2.59726,15.5735,-411.578,0.00130333,-0.000739326,0.00441628,0.00468939,0.000190362,0.000195808,0.000986075
1404,2.59726,15.5735,-411.578,0.00200862,-0.000842445,0.0045185,0.00510205,0.000191131,0.000196913,0.000990034
1405,2.59726,15.5735,-411.578,0.00273701,-0.00108995,0.00508556,0.00601631,0.000190801,0.000196024,0.000988338
1406,2.59726,15.5735,-411.578,0.00348538,-0.00101964,0.00416955,0.00562703,0.000190928,0.00019593,0.000988722
1407,2.59726,15.5735,-411.578,0.00398855,-0.00114824,0.00454438,0.0062347,0.000190332,0.000195885,0.000985851
1408,2.59726,15.5735,-411.578,0.00420021,-0.00120334,0.004049,0.00606456,0.000190445,0.000195776,0.000986542
1409,2.59726,15.5735,-411.578,0.00417822,-0.00114627,0.00405519,0.00612139,0.000188874,0.00019423,0.000978342
1410,2.59726,15.5735,-411.578,0.00392421,-0.00107173,0.00383751,0.00581093,0.000187868,0.000193023,0.000972996
1411,2.59726,15.5735,-411.578,0.00382131,-0.000981674,0.00406304,0.00585282,0.000190537,0.000195634,0.000987112
1412,2.59726,15.5735,-411.578,0.00386432,-0.00102224,0.00400511,0.0058679,0.000186988,0.00019242,0.000968758
1413,2.59726,15.5735,-411.578,0.00436774,-0.000922978,0.00433619,0.00627497,0.000189836,0.000195078,0.000983307
1414,2.59726,15.5735,-411.578,0.00488124,-0.00108408,0.00439563,0.0067519,0.00018465,0.000189372,0.000956336
1415,2.59726,15.5735,-411.578,0.00560043,-0.00117233,0.00413424,0.00717746,0.000189797,0.000194842,0.000982912
1416,2.59726,15.5735,-411.578,0.00614414,-0.00100615,0.00503755,0.00813902,0.000192821,0.000198161,0.000998763
1417,2.59726,15.5735,-411.578,0.00626625,-0.000949869,0.00487685,0.00811575,0.000190442,0.000195395,0.000986445
1418,2.59726,15.5735,-411.578,0.006064,-0.000841368,0.00521769,0.00812072,0.000186877,0.000192028,0.000967933
1419,2.59726,15.5735,-411.578,0.0057817,-0.000864342,0.0049809,0.00783141,0.000189035,0.000194176,0.000979117
1420,2.59726,15.5735,-411.578,0.00543323,-0.000792477,0.00552661,0.00783373,0.000188941,0.000194411,0.000978683
1421,2.59726,15.5735,-411.578,0.00570151,-0.000848084,0.0057594,0.00823687,0.000191595,0.000196582,0.000992569
1422,2.59726,15.5735,-411.578,0.00611041,-0.000866282,0.00585001,0.00855485,0.000192214,0.000197691,0.000995632
1423,2.59726,15.5735,-411.578,0.00681824,-0.0010004,0.00586078,0.00910106,0.00018936,0.000194318,0.000980831
1424,2.59726,15.5735,-411.578,0.00754046,-0.000899954,0.00657425,0.0100848,0.000192969,0.000198337,0.000999639
1425,2.59726,15.5735,-411.578,0.00794628,-0.00107162,0.00582407,0.00996221,0.000191186,0.000196452,0.000990364
1426,2.59726,15.5735,-411.578,0.00794972,-0.00110128,0.00606366,0.0101652,0.000188831,0.000194034,0.000978149
1427,2.59726,15.5735,-411.578,0.00741817,-0.00113761,0.00618833,0.00976485,0.000191134,0.000196151,0.000989934
1428,2.59726,15.5735,-411.578,0.00707371,-0.00101906,0.00631024,0.00957084,0.000190683,0.000195781,0.000987516
1429,2.59726,15.5735,-411.578,0.00709523,-0.00105819,0.00594669,0.00939695,0.000191939,0.000197275,0.000994166
1430,2.59726,15.5735,-411.578,0.00697099,-0.00132163,0.00714608,0.0100919,0.000187552,0.000192796,0.000971444
1431,2.59726,15.5735,-411.578,0.00736378,-0.00143349,0.00673258,0.0101061,0.000191335,0.000196815,0.000991084
1432,2.59726,15.5735,-411.578,0.00807536,-0.00136722,0.00653455,0.0105434,0.000191415,0.000196609,0.000991626
1433,2.59726,15.5735,-411.578,0.00866266,-0.00155057,0.00684091,0.011204,0.000190281,0.000195841,0.000985739
1434,2.59726,15.5735,-411.578,0.00887055,-0.00157836,0.0067085,0.0112902,0.000188852,0.000193866,0.000978215
1435,2.59726,15.5735,-411.578,0.008824,-0.0017281,0.00677808,0.011288,0.000192581,0.000197773,0.000997497
1436,2.59726,15.5735,-411.578,0.00833262,-0.00170674,0.00687599,0.0110382,0.000191693,0.000197205,0.000992806
1437,2.59726,15.5735,-411.578,0.00781435,-0.00154654,0.00737697,0.0108877,0.000189724,0.000195068,0.000982733
1438,2.59726,15.5735,-411.578,0.00741337,-0.00166393,0.00650974,0.0100699,0.000190277,0.000195493,0.000985415
1439,2.59726,15.5735,-411.578,0.00743559,-0.00163687,0.00780388,0.0109386,0.000191191,0.000196457,0.000990388
1440,2.59726,15.5735,-411.578,0.00794647,-0.00183371,0.00697836,0.0108004,0.000189609,0.000194899,0.00098208
1441,2.59726,15.5735,-411.578,0.00826106,-0.00191874,0.0088219,0.0122652,0.000191964,0.000197156,0.000994074
1442,2.59726,15.5735,-411.578,0.00884924,-0.00196475,0.00756767,0.0118999,0.000190937,0.000196598,0.000988959
1443,2.59726,15.5735,-411.578,0.0090637,-0.00192044,0.00826095,0.0124757,0.000191876,0.000197122,0.000993726
1444,2.59726,15.5735,-411.578,0.00895981,-0.00182272,0.00764113,0.0119853,0.000189654,0.000194834,0.000982396
1445,2.59726,15.5735,-411.578,0.00817722,-0.00187083,0.00863016,0.0120798,0.00018982,0.0001952,0.000983162
1446,2.59726,15.5735,-411.578,0.00772567,-0.00195651,0.00912029,0.0121913,0.000189803,0.000195364,0.000982933
1447,2.59726,15.5735,-411.578,0.00723504,-0.00191208,0.00804671,0.0110439,0.000192785,0.000198336,0.000998462
1448,2.59726,15.5735,-411.578,0.00693341,-0.00229883,0.00945753,0.0119718,0.000188326,0.000193803,0.000975439
1449,2.59726,15.5735,-411.578,0.0072724,-0.00227495,0.00850929,0.0114874,0.000190641,0.000196118,0.000987397
1450,2.59726,15.5735,-411.578,0.00753537,-0.00249545,0.0081613,0.011433,0.00019132,0.00019621,0.000990861
1451,2.59726,15.5735,-411.578,0.00776803,-0.00259915,0.0090872,0.0122822,0.000190754,0.000195992,0.000988179
1452,2.59726,15.5735,-411.578,0.00791992,-0.00261576,0.00847589,0.0119437,0.000188262,0.000193174,0.000975524
1453,2.59726,15.5735,-411.578,0.00761788,-0.00239883,0.00943748,0.0123914,0.000187623,0.000193189,0.000972207
1454,2.59726,15.5735,-411.578,0.00696114,-0.00222852,0.00974934,0.0122198,0.000190849,0.000196173,0.000988535
1455,2.59726,15.5735,-411.578,0.00628126,-0.00245982,0.00953777,0.011784,0.000191677,0.000196695,0.000992704
1456,2.59726,15.5735,-411.578,0.00551813,-0.00229921,0.00974708,0.0114563,0.000188132,0.000193378,0.000974614
1457,2.59726,15.5735,-411.578,0.00527304,-0.00251853,0.00982713,0.0114784,0.000189713,0.000194789,0.000982495
