Temps total (s),Temps de cycle écoulé (s),Nombre total de cycles,Cycles écoulés,Etape,Nombre total de cycles(Forme d'onde Linear),Nombre total de cycles(Forme d'onde Rotary),Pos (ľm),Effort_5N (N)
"0,407","0,407",1,1,1,0,0,"11347,61605","3,02E-05"
"0,408","0,408",1,1,1,0,0,"11347,58565","0,000732662"
"0,409","0,409",1,1,1,0,0,"11347,56151","0,001500603"
"0,41","0,41",1,1,1,0,0,"11347,55704","0,002246317"
"0,411","0,411",1,1,1,0,0,"11347,56688","0,002942532"
"0,412","0,412",1,1,1,0,0,"11347,58297","0,003519701"
"0,413","0,413",1,1,1,0,0,"11347,59102","0,003929609"
"0,414","0,414",1,1,1,0,0,"11347,58476","0,004063123"
"0,415","0,415",1,1,1,0,0,"11347,57671","0,003849743"
"0,416","0,416",1,1,1,0,0,"11347,56866","0,003284668"
"0,417","0,417",1,1,1,0,0,"11347,56509","0,002465541"
"0,418","0,418",1,1,1,0,0,"11347,56866","0,001543863"
"0,419","0,419",1,1,1,0,0,"11347,57313","0,000641947"
"0,42","0,42",1,1,1,0,0,"11347,57671","-0,000174367"
"0,421","0,421",1,1,1,0,0,"11347,58118","-0,000799075"
"0,422","0,422",1,1,1,0,0,"11347,58476","-0,001143357"
"0,423","0,423",1,1,1,0,0,"11347,58923","-0,001133699"
"0,424","0,424",1,1,1,0,0,"11347,58297","-0,000717063"
"0,425","0,425",1,1,1,0,0,"11347,57045","3,07E-05"
"0,426","0,426",1,1,1,0,0,"11347,55794","0,00096886"
"0,427","0,427",1,1,1,0,0,"11347,5481","0,001964048"
"0,428","0,428",1,1,1,0,0,"11347,55078","0,002809837"
"0,429","0,429",1,1,1,0,0,"11347,55883","0,003372026"
"0,43","0,43",1,1,1,0,0,"11347,56688","0,003629471"
"0,431","0,431",1,1,1,0,0,"11347,57492","0,003509312"
"0,432","0,432",1,1,1,0,0,"11347,58386","0,003015338"
"0,433","0,433",1,1,1,0,0,"11347,59191","0,002248604"
"0,434","0,434",1,1,1,0,0,"11347,59906","0,001271865"
"0,435","0,435",1,1,1,0,0,"11347,5937","0,000147256"
"0,436","0,436",1,1,1,0,0,"11347,58565","-0,000940408"
"0,437","0,437",1,1,1,0,0,"11347,57939","-0,001713443"
"0,438","0,438",1,1,1,0,0,"11347,57492","-0,002026749"
"0,439","0,439",1,1,1,0,0,"11347,57045","-0,001942813"
"0,44","0,44",1,1,1,0,0,"11347,55883","-0,00152031"
"0,441","0,441",1,1,1,0,0,"11347,54721","-0,000678618"
"0,442","0,442",1,1,1,0,0,"11347,54721","0,000456865"
"0,443","0,443",1,1,1,0,0,"11347,56509","0,001598778"
"0,444","0,444",1,1,1,0,0,"11347,58476","0,002553114"
"0,445","0,445",1,1,1,0,0,"11347,59996","0,003245166"
"0,446","0,446",1,1,1,0,0,"11347,59549","0,003616237"
"0,447","0,447",1,1,1,0,0,"11347,58386","0,003523789"
"0,448","0,448",1,1,1,0,0,"11347,57403","0,003026761"
"0,449","0,449",1,1,1,0,0,"11347,58208","0,002281307"
"0,45","0,45",1,1,1,0,0,"11347,59817","0,001462647"
"0,451","0,451",1,1,1,0,0,"11347,61337","0,000624973"
"0,452","0,452",1,1,1,0,0,"11347,61337","-0,000143927"
"0,453","0,453",1,1,1,0,0,"11347,5937","-0,000705444"
"0,454","0,454",1,1,1,0,0,"11347,56956","-0,000991593"
"0,455","0,455",1,1,1,0,0,"11347,55347","-0,001012767"
"0,456","0,456",1,1,1,0,0,"11347,55794","-0,00070754"
"0,457","0,457",1,1,1,0,0,"11347,57671","-9,64E-05"
"0,458","0,458",1,1,1,0,0,"11347,59727","0,000591674"
"0,459","0,459",1,1,1,0,0,"11347,6089","0,001258533"
"0,46","0,46",1,1,1,0,0,"11347,59906","0,001842007"
"0,461","0,461",1,1,1,0,0,"11347,56866","0,002220701"
"0,462","0,462",1,1,1,0,0,"11347,54899","0,002302434"
"0,463","0,463",1,1,1,0,0,"11347,55525","0,002187453"
"0,464","0,464",1,1,1,0,0,"11347,58297","0,001989463"
"0,465","0,465",1,1,1,0,0,"11347,60979","0,001643258"
"0,466","0,466",1,1,1,0,0,"11347,6089","0,001047128"
"0,467","0,467",1,1,1,0,0,"11347,58029","0,000298517"
"0,468","0,468",1,1,1,0,0,"11347,54095","-0,000325632"
"0,469","0,469",1,1,1,0,0,"11347,52128","-0,000832095"
"0,47","0,47",1,1,1,0,0,"11347,53916","-0,001245602"
"0,471","0,471",1,1,1,0,0,"11347,57403","-0,001500081"
"0,472","0,472",1,1,1,0,0,"11347,59906","-0,001519755"
"0,473","0,473",1,1,1,0,0,"11347,59996","-0,00131405"
"0,474","0,474",1,1,1,0,0,"11347,58118","-0,000941041"
"0,475","0,475",1,1,1,0,0,"11347,56151","-0,0004172"
"0,476","0,476",1,1,1,0,0,"11347,56598","0,000181613"
"0,477","0,477",1,1,1,0,0,"11347,58744","0,000748527"
"0,478","0,478",1,1,1,0,0,"11347,59996","0,001241756"
"0,479","0,479",1,1,1,0,0,"11347,59102","0,001538005"
"0,48","0,48",1,1,1,0,0,"11347,57135","0,001582792"
"0,481","0,481",1,1,1,0,0,"11347,55704","0,001496477"
"0,482","0,482",1,1,1,0,0,"11347,54899","0,001385752"
"0,483","0,483",1,1,1,0,0,"11347,55078","0,001182356"
"0,484","0,484",1,1,1,0,0,"11347,55794","0,00081527"
"0,485","0,485",1,1,1,0,0,"11347,57313","0,00037693"
"0,486","0,486",1,1,1,0,0,"11347,58923","3,31E-05"
"0,487","0,487",1,1,1,0,0,"11347,59549","-0,000171559"
"0,488","0,488",1,1,1,0,0,"11347,5928","-0,000268808"
"0,489","0,489",1,1,1,0,0,"11347,58833","-0,000248468"
"0,49","0,49",1,1,1,0,0,"11347,58386","-1,49E-05"
"0,491","0,491",1,1,1,0,0,"11347,5785","0,000320934"
"0,492","0,492",1,1,1,0,0,"11347,56419","0,000599693"
"0,493","0,493",1,1,1,0,0,"11347,55078","0,000837734"
"0,494","0,494",1,1,1,0,0,"11347,55436","0,001101261"
"0,495","0,495",1,1,1,0,0,"11347,56866","0,001377412"
"0,496","0,496",1,1,1,0,0,"11347,58208","0,001599421"
"0,497","0,497",1,1,1,0,0,"11347,5785","0,00174006"
"0,498","0,498",1,1,1,0,0,"11347,56241","0,001816717"
"0,499","0,499",1,1,1,0,0,"11347,54899","0,001799846"
"0,5","0,5",1,1,1,0,0,"11347,55257","0,001594219"
"0,501","0,501",1,1,1,0,0,"11347,57582","0,001292988"
"0,502","0,502",1,1,1,0,0,"11347,59996","0,001036031"
"0,503","0,503",1,1,1,0,0,"11347,60353","0,000894847"
"0,504","0,504",1,1,1,0,0,"11347,58744","0,000862437"
"0,505","0,505",1,1,1,0,0,"11347,5633","0,000941213"
"0,506","0,506",1,1,1,0,0,"11347,54452","0,001076134"
"0,507","0,507",1,1,1,0,0,"11347,53648","0,001236531"
"0,508","0,508",1,1,1,0,0,"11347,5338","0,001469008"
"0,509","0,509",1,1,1,0,0,"11347,53469","0,001673773"
"0,51","0,51",1,1,1,0,0,"11347,53916","0,001805229"
"0,511","0,511",1,1,1,0,0,"11347,54721","0,001847814"
"0,512","0,512",1,1,1,0,0,"11347,55883","0,001808209"
"0,513","0,513",1,1,1,0,0,"11347,57135","0,001634886"
"0,514","0,514",1,1,1,0,0,"11347,58386","0,001270827"
"0,515","0,515",1,1,1,0,0,"11347,59549","0,000751335"
"0,516","0,516",1,1,1,0,0,"11347,608","0,000239736"
"0,517","0,517",1,1,1,0,0,"11347,61873","-0,000149077"
"0,518","0,518",1,1,1,0,0,"11347,61963","-0,000413777"
"0,519","0,519",1,1,1,0,0,"11347,60443","-0,000534528"
"0,52","0,52",1,1,1,0,0,"11347,57492","-0,000460804"
"0,521","0,521",1,1,1,0,0,"11347,54274","-0,000144476"
"0,522","0,522",1,1,1,0,0,"11347,52486","0,000376524"
"0,523","0,523",1,1,1,0,0,"11347,53916","0,000965651"
"0,524","0,524",1,1,1,0,0,"11347,57045","0,001502694"
"0,525","0,525",1,1,1,0,0,"11347,59996","0,001957021"
"0,526","0,526",1,1,1,0,0,"11347,61247","0,002295873"
"0,527","0,527",1,1,1,0,0,"11347,60979","0,002441811"
"0,528","0,528",1,1,1,0,0,"11347,60532","0,002349881"
"0,529","0,529",1,1,1,0,0,"11347,60174","0,002046665"
"0,53","0,53",1,1,1,0,0,"11347,60085","0,00167327"
"0,531","0,531",1,1,1,0,0,"11347,60085","0,001274454"
"0,532","0,532",1,1,1,0,0,"11347,59191","0,000879918"
"0,533","0,533",1,1,1,0,0,"11347,56509","0,000591958"
"0,534","0,534",1,1,1,0,0,"11347,5329","0,000442439"
"0,535","0,535",1,1,1,0,0,"11347,51234","0,000426061"
"0,536","0,536",1,1,1,0,0,"11347,52128","0,000444353"
"0,537","0,537",1,1,1,0,0,"11347,55257","0,00048358"
"0,538","0,538",1,1,1,0,0,"11347,58655","0,000645667"
"0,539","0,539",1,1,1,0,0,"11347,59459","0,000938694"
"0,54","0,54",1,1,1,0,0,"11347,57492","0,00122624"
"0,541","0,541",1,1,1,0,0,"11347,55347","0,001355256"
"0,542","0,542",1,1,1,0,0,"11347,55704","0,001291726"
"0,543","0,543",1,1,1,0,0,"11347,58476","0,001171455"
"0,544","0,544",1,1,1,0,0,"11347,62052","0,001081368"
"0,545","0,545",1,1,1,0,0,"11347,63304","0,001064143"
"0,546","0,546",1,1,1,0,0,"11347,61247","0,001054062"
"0,547","0,547",1,1,1,0,0,"11347,57313","0,001051798"
"0,548","0,548",1,1,1,0,0,"11347,5338","0,001122635"
"0,549","0,549",1,1,1,0,0,"11347,52486","0,001226556"
"0,55","0,55",1,1,1,0,0,"11347,54542","0,001373072"
"0,551","0,551",1,1,1,0,0,"11347,57671","0,001466381"
"0,552","0,552",1,1,1,0,0,"11347,5928","0,001390851"
"0,553","0,553",1,1,1,0,0,"11347,58923","0,001184582"
"0,554","0,554",1,1,1,0,0,"11347,57761","0,00087732"
"0,555","0,555",1,1,1,0,0,"11347,57761","0,000506411"
"0,556","0,556",1,1,1,0,0,"11347,5937","0,00020517"
"0,557","0,557",1,1,1,0,0,"11347,61784","5,04E-05"
"0,558","0,558",1,1,1,0,0,"11347,63393","5,07E-05"
"0,559","0,559",1,1,1,0,0,"11347,6232","0,000158586"
"0,56","0,56",1,1,1,0,0,"11347,58655","0,000410206"
"0,561","0,561",1,1,1,0,0,"11347,53916","0,000771498"
"0,562","0,562",1,1,1,0,0,"11347,51502","0,001174253"
"0,563","0,563",1,1,1,0,0,"11347,53022","0,001602848"
"0,564","0,564",1,1,1,0,0,"11347,56777","0,001943624"
"0,565","0,565",1,1,1,0,0,"11347,59638","0,002062693"
"0,566","0,566",1,1,1,0,0,"11347,60085","0,001933416"
"0,567","0,567",1,1,1,0,0,"11347,58744","0,001740684"
"0,568","0,568",1,1,1,0,0,"11347,57671","0,001628059"
"0,569","0,569",1,1,1,0,0,"11347,58476","0,001541539"
"0,57","0,57",1,1,1,0,0,"11347,60353","0,001396365"
"0,571","0,571",1,1,1,0,0,"11347,608","0,0012158"
"0,572","0,572",1,1,1,0,0,"11347,59102","0,001102597"
"0,573","0,573",1,1,1,0,0,"11347,5633","0,001147473"
"0,574","0,574",1,1,1,0,0,"11347,54721","0,001301346"
"0,575","0,575",1,1,1,0,0,"11347,5481","0,001449487"
"0,576","0,576",1,1,1,0,0,"11347,55436","0,001551686"
"0,577","0,577",1,1,1,0,0,"11347,56241","0,00156662"
"0,578","0,578",1,1,1,0,0,"11347,57045","0,001428458"
"0,579","0,579",1,1,1,0,0,"11347,57582","0,001228945"
"0,58","0,58",1,1,1,0,0,"11347,56688","0,0010256"
"0,581","0,581",1,1,1,0,0,"11347,55525","0,000793496"
"0,582","0,582",1,1,1,0,0,"11347,54542","0,000577522"
"0,583","0,583",1,1,1,0,0,"11347,55525","0,000412716"
"0,584","0,584",1,1,1,0,0,"11347,58655","0,000318936"
"0,585","0,585",1,1,1,0,0,"11347,62052","0,000233748"
"0,586","0,586",1,1,1,0,0,"11347,62857","0,000106334"
"0,587","0,587",1,1,1,0,0,"11347,6089","-5,94E-05"
"0,588","0,588",1,1,1,0,0,"11347,57313","-0,000193417"
"0,589","0,589",1,1,1,0,0,"11347,54452","-0,000263294"
"0,59","0,59",1,1,1,0,0,"11347,5481","-0,000371942"
"0,591","0,591",1,1,1,0,0,"11347,57492","-0,000543166"
"0,592","0,592",1,1,1,0,0,"11347,60264","-0,000692708"
"0,593","0,593",1,1,1,0,0,"11347,61069","-0,000776052"
"0,594","0,594",1,1,1,0,0,"11347,59996","-0,000771931"
"0,595","0,595",1,1,1,0,0,"11347,58386","-0,000690357"
"0,596","0,596",1,1,1,0,0,"11347,56777","-0,000614743"
"0,597","0,597",1,1,1,0,0,"11347,5633","-0,000488586"
"0,598","0,598",1,1,1,0,0,"11347,5785","-0,000239932"
"0,599","0,599",1,1,1,0,0,"11347,59817","-4,10E-05"
"0,6","0,6",1,1,1,0,0,"11347,60174","-3,98E-05"
"0,601","0,601",1,1,1,0,0,"11347,58565","-0,000150693"
"0,602","0,602",1,1,1,0,0,"11347,56419","-0,00022131"
"0,603","0,603",1,1,1,0,0,"11347,55972","-0,000209399"
"0,604","0,604",1,1,1,0,0,"11347,57671","-8,88E-05"
"0,605","0,605",1,1,1,0,0,"11347,608","0,000153156"
"0,606","0,606",1,1,1,0,0,"11347,62678","0,000573802"
"0,607","0,607",1,1,1,0,0,"11347,61158","0,001148465"
"0,608","0,608",1,1,1,0,0,"11347,57224","0,00173287"
"0,609","0,609",1,1,1,0,0,"11347,53648","0,002224683"
"0,61","0,61",1,1,1,0,0,"11347,53558","0,002597668"
"0,611","0,611",1,1,1,0,0,"11347,55972","0,002754051"
"0,612","0,612",1,1,1,0,0,"11347,59012","0,002621566"
"0,613","0,613",1,1,1,0,0,"11347,59996","0,00225055"
"0,614","0,614",1,1,1,0,0,"11347,58744","0,001765583"
"0,615","0,615",1,1,1,0,0,"11347,56688","0,001387936"
"0,616","0,616",1,1,1,0,0,"11347,55525","0,001217704"
"0,617","0,617",1,1,1,0,0,"11347,55972","0,001166943"
"0,618","0,618",1,1,1,0,0,"11347,57135","0,001219315"
"0,619","0,619",1,1,1,0,0,"11347,58208","0,001453902"
"0,62","0,62",1,1,1,0,0,"11347,58118","0,001797718"
"0,621","0,621",1,1,1,0,0,"11347,56956","0,002181209"
"0,622","0,622",1,1,1,0,0,"11347,55347","0,002476927"
"0,623","0,623",1,1,1,0,0,"11347,54005","0,002638861"
"0,624","0,624",1,1,1,0,0,"11347,54184","0,002616392"
"0,625","0,625",1,1,1,0,0,"11347,55704","0,002398351"
"0,626","0,626",1,1,1,0,0,"11347,57671","0,002004756"
"0,627","0,627",1,1,1,0,0,"11347,59638","0,001518927"
"0,628","0,628",1,1,1,0,0,"11347,59996","0,000990983"
"0,629","0,629",1,1,1,0,0,"11347,5928","0,000508665"
"0,63","0,63",1,1,1,0,0,"11347,58386","0,000179484"
"0,631","0,631",1,1,1,0,0,"11347,57582","6,72E-05"
"0,632","0,632",1,1,1,0,0,"11347,57045","0,000145258"
"0,633","0,633",1,1,1,0,0,"11347,56598","0,000238288"
"0,634","0,634",1,1,1,0,0,"11347,56241","0,000313809"
"0,635","0,635",1,1,1,0,0,"11347,55972","0,000346028"
"0,636","0,636",1,1,1,0,0,"11347,56598","0,000252798"
"0,637","0,637",1,1,1,0,0,"11347,57761","5,20E-05"
"0,638","0,638",1,1,1,0,0,"11347,59012","-0,000142693"
"0,639","0,639",1,1,1,0,0,"11347,59727","-0,000325348"
"0,64","0,64",1,1,1,0,0,"11347,58923","-0,000496497"
"0,641","0,641",1,1,1,0,0,"11347,57313","-0,000479151"
"0,642","0,642",1,1,1,0,0,"11347,55704","-0,000236211"
"0,643","0,643",1,1,1,0,0,"11347,55257","0,000161594"
"0,644","0,644",1,1,1,0,0,"11347,56866","0,000574654"
"0,645","0,645",1,1,1,0,0,"11347,60085","0,000914405"
"0,646","0,646",1,1,1,0,0,"11347,6241","0,001128307"
"0,647","0,647",1,1,1,0,0,"11347,61158","0,00117071"
"0,648","0,648",1,1,1,0,0,"11347,57224","0,00104914"
"0,649","0,649",1,1,1,0,0,"11347,53558","0,000832728"
"0,65","0,65",1,1,1,0,0,"11347,53111","0,000581983"
"0,651","0,651",1,1,1,0,0,"11347,55078","0,000324701"
"0,652","0,652",1,1,1,0,0,"11347,57671","0,00010951"
"0,653","0,653",1,1,1,0,0,"11347,58476","-9,18E-05"
"0,654","0,654",1,1,1,0,0,"11347,57492","-0,000301464"
"0,655","0,655",1,1,1,0,0,"11347,5633","-0,000377614"
"0,656","0,656",1,1,1,0,0,"11347,55615","-0,00021406"
"0,657","0,657",1,1,1,0,0,"11347,56777","0,000115833"
"0,658","0,658",1,1,1,0,0,"11347,58833","0,000536763"
"0,659","0,659",1,1,1,0,0,"11347,59638","0,001032609"
"0,66","0,66",1,1,1,0,0,"11347,58565","0,001560762"
"0,661","0,661",1,1,1,0,0,"11347,5633","0,002028802"
"0,662","0,662",1,1,1,0,0,"11347,54005","0,002315599"
"0,663","0,663",1,1,1,0,0,"11347,53201","0,002510059"
"0,664","0,664",1,1,1,0,0,"11347,53827","0,002622334"
"0,665","0,665",1,1,1,0,0,"11347,55078","0,002555754"
"0,666","0,666",1,1,1,0,0,"11347,57135","0,002330025"
"0,667","0,667",1,1,1,0,0,"11347,59191","0,002075001"
"0,668","0,668",1,1,1,0,0,"11347,60711","0,001827604"
"0,669","0,669",1,1,1,0,0,"11347,60264","0,001610122"
"0,67","0,67",1,1,1,0,0,"11347,59102","0,001463685"
"0,671","0,671",1,1,1,0,0,"11347,58029","0,001318082"
"0,672","0,672",1,1,1,0,0,"11347,57582","0,001144949"
"0,673","0,673",1,1,1,0,0,"11347,57492","0,001015058"
"0,674","0,674",1,1,1,0,0,"11347,57492","0,001033572"
"0,675","0,675",1,1,1,0,0,"11347,57492","0,001259702"
"0,676","0,676",1,1,1,0,0,"11347,57492","0,001545609"
"0,677","0,677",1,1,1,0,0,"11347,57671","0,001744521"
"0,678","0,678",1,1,1,0,0,"11347,58118","0,001893658"
"0,679","0,679",1,1,1,0,0,"11347,57403","0,001973226"
"0,68","0,68",1,1,1,0,0,"11347,56151","0,001911954"
"0,681","0,681",1,1,1,0,0,"11347,55436","0,001702481"
"0,682","0,682",1,1,1,0,0,"11347,56688","0,0013887"
"0,683","0,683",1,1,1,0,0,"11347,59817","0,000926121"
"0,684","0,684",1,1,1,0,0,"11347,6241","0,000359672"
"0,685","0,685",1,1,1,0,0,"11347,608","-0,000122995"
"0,686","0,686",1,1,1,0,0,"11347,5633","-0,00040832"
"0,687","0,687",1,1,1,0,0,"11347,53558","-0,000502788"
"0,688","0,688",1,1,1,0,0,"11347,54005","-0,00039103"
"0,689","0,689",1,1,1,0,0,"11347,56151","-6,39E-05"
"0,69","0,69",1,1,1,0,0,"11347,57761","0,000463836"
"0,691","0,691",1,1,1,0,0,"11347,57313","0,001115031"
"0,692","0,692",1,1,1,0,0,"11347,55168","0,001749522"
"0,693","0,693",1,1,1,0,0,"11347,54184","0,002212217"
"0,694","0,694",1,1,1,0,0,"11347,55883","0,002480713"
"0,695","0,695",1,1,1,0,0,"11347,59012","0,002541891"
"0,696","0,696",1,1,1,0,0,"11347,60979","0,002373676"
"0,697","0,697",1,1,1,0,0,"11347,60979","0,00204178"
"0,698","0,698",1,1,1,0,0,"11347,59191","0,00163435"
"0,699","0,699",1,1,1,0,0,"11347,56509","0,001236359"
"0,7","0,7",1,1,1,0,0,"11347,53737","0,000950838"
"0,701","0,701",1,1,1,0,0,"11347,52754","0,000841673"
"0,702","0,702",1,1,1,0,0,"11347,54721","0,000844719"
"0,703","0,703",1,1,1,0,0,"11347,58208","0,000899974"
"0,704","0,704",1,1,1,0,0,"11347,60174","0,001024338"
"0,705","0,705",1,1,1,0,0,"11347,58208","0,001166691"
"0,706","0,706",1,1,1,0,0,"11347,54363","0,001259395"
"0,707","0,707",1,1,1,0,0,"11347,52754","0,001308532"
"0,708","0,708",1,1,1,0,0,"11347,55078","0,00130049"
"0,709","0,709",1,1,1,0,0,"11347,59459","0,00115619"
"0,71","0,71",1,1,1,0,0,"11347,6241","0,000929195"
"0,711","0,711",1,1,1,0,0,"11347,61873","0,000805883"
"0,712","0,712",1,1,1,0,0,"11347,59191","0,000848789"
"0,713","0,713",1,1,1,0,0,"11347,55972","0,000910289"
"0,714","0,714",1,1,1,0,0,"11347,54363","0,000947528"
"0,715","0,715",1,1,1,0,0,"11347,5481","0,001050588"
"0,716","0,716",1,1,1,0,0,"11347,55972","0,001180009"
"0,717","0,717",1,1,1,0,0,"11347,57224","0,001177676"
"0,718","0,718",1,1,1,0,0,"11347,57761","0,00096288"
"0,719","0,719",1,1,1,0,0,"11347,56777","0,00057715"
"0,72","0,72",1,1,1,0,0,"11347,55615","0,000100741"
"0,721","0,721",1,1,1,0,0,"11347,54899","-0,000427528"
"0,722","0,722",1,1,1,0,0,"11347,5633","-0,000912412"
"0,723","0,723",1,1,1,0,0,"11347,59906","-0,001255581"
"0,724","0,724",1,1,1,0,0,"11347,63393","-0,001419326"
"0,725","0,725",1,1,1,0,0,"11347,6384","-0,001387727"
"0,726","0,726",1,1,1,0,0,"11347,60264","-0,001100646"
"0,727","0,727",1,1,1,0,0,"11347,55078","-0,000542924"
"0,728","0,728",1,1,1,0,0,"11347,52307","0,000124546"
"0,729","0,729",1,1,1,0,0,"11347,53022","0,000814204"
"0,73","0,73",1,1,1,0,0,"11347,55615","0,001468472"
"0,731","0,731",1,1,1,0,0,"11347,57582","0,001988518"
"0,732","0,732",1,1,1,0,0,"11347,56598","0,002231486"
"0,733","0,733",1,1,1,0,0,"11347,54005","0,002160892"
"0,734","0,734",1,1,1,0,0,"11347,5329","0,00181817"
"0,735","0,735",1,1,1,0,0,"11347,55704","0,001259833"
"0,736","0,736",1,1,1,0,0,"11347,59638","0,000560815"
"0,737","0,737",1,1,1,0,0,"11347,6241","-0,000137459"
"0,738","0,738",1,1,1,0,0,"11347,62231","-0,000668559"
"0,739","0,739",1,1,1,0,0,"11347,5937","-0,000922894"
"0,74","0,74",1,1,1,0,0,"11347,55347","-0,000818763"
"0,741","0,741",1,1,1,0,0,"11347,52486","-0,00045877"
"0,742","0,742",1,1,1,0,0,"11347,52217","3,31E-05"
"0,743","0,743",1,1,1,0,0,"11347,54631","0,000688299"
"0,744","0,744",1,1,1,0,0,"11347,57582","0,001386232"
"0,745","0,745",1,1,1,0,0,"11347,58655","0,001984634"
"0,746","0,746",1,1,1,0,0,"11347,57492","0,002421043"
"0,747","0,747",1,1,1,0,0,"11347,56151","0,002656449"
"0,748","0,748",1,1,1,0,0,"11347,56598","0,002674474"
"0,749","0,749",1,1,1,0,0,"11347,58476","0,002483232"
"0,75","0,75",1,1,1,0,0,"11347,60443","0,002126619"
"0,751","0,751",1,1,1,0,0,"11347,6089","0,00163693"
"0,752","0,752",1,1,1,0,0,"11347,59817","0,00112961"
"0,753","0,753",1,1,1,0,0,"11347,58297","0,000714194"
"0,754","0,754",1,1,1,0,0,"11347,56777","0,000345963"
"0,755","0,755",1,1,1,0,0,"11347,56598","8,65E-06"
"0,756","0,756",1,1,1,0,0,"11347,56956","-0,000146404"
"0,757","0,757",1,1,1,0,0,"11347,57313","-9,52E-05"
"0,758","0,758",1,1,1,0,0,"11347,56956","2,56E-05"
"0,759","0,759",1,1,1,0,0,"11347,56598","0,000162716"
"0,76","0,76",1,1,1,0,0,"11347,56151","0,000397633"
"0,761","0,761",1,1,1,0,0,"11347,55794","0,000744532"
"0,762","0,762",1,1,1,0,0,"11347,56062","0,001149089"
"0,763","0,763",1,1,1,0,0,"11347,56509","0,001522689"
"0,764","0,764",1,1,1,0,0,"11347,57224","0,001829127"
"0,765","0,765",1,1,1,0,0,"11347,58029","0,002067769"
"0,766","0,766",1,1,1,0,0,"11347,58208","0,002192301"
"0,767","0,767",1,1,1,0,0,"11347,57761","0,002145073"
"0,768","0,768",1,1,1,0,0,"11347,56956","0,001892899"
"0,769","0,769",1,1,1,0,0,"11347,56151","0,001470041"
"0,77","0,77",1,1,1,0,0,"11347,5633","0,000966173"
"0,771","0,771",1,1,1,0,0,"11347,57045","0,000452655"
"0,772","0,772",1,1,1,0,0,"11347,5785","-4,25E-05"
"0,773","0,773",1,1,1,0,0,"11347,58655","-0,000376669"
"0,774","0,774",1,1,1,0,0,"11347,58923","-0,000360287"
"0,775","0,775",1,1,1,0,0,"11347,58476","-5,30E-05"
"0,776","0,776",1,1,1,0,0,"11347,57403","0,000365805"
"0,777","0,777",1,1,1,0,0,"11347,56151","0,000759666"
"0,778","0,778",1,1,1,0,0,"11347,55436","0,001152535"
"0,779","0,779",1,1,1,0,0,"11347,56598","0,001560324"
"0,78","0,78",1,1,1,0,0,"11347,58565","0,001753652"
"0,781","0,781",1,1,1,0,0,"11347,60353","0,001666537"
"0,782","0,782",1,1,1,0,0,"11347,60353","0,001455396"
"0,783","0,783",1,1,1,0,0,"11347,59191","0,001196023"
"0,784","0,784",1,1,1,0,0,"11347,58029","0,000845855"
"0,785","0,785",1,1,1,0,0,"11347,58029","0,000380818"
"0,786","0,786",1,1,1,0,0,"11347,58386","-9,47E-05"
"0,787","0,787",1,1,1,0,0,"11347,58565","-0,000392115"
"0,788","0,788",1,1,1,0,0,"11347,57403","-0,000405167"
"0,789","0,789",1,1,1,0,0,"11347,55704","-0,000186493"
"0,79","0,79",1,1,1,0,0,"11347,54989","0,000165473"
"0,791","0,791",1,1,1,0,0,"11347,56151","0,00058495"
"0,792","0,792",1,1,1,0,0,"11347,58208","0,001003435"
"0,793","0,793",1,1,1,0,0,"11347,59012","0,001422791"
"0,794","0,794",1,1,1,0,0,"11347,58297","0,001757373"
"0,795","0,795",1,1,1,0,0,"11347,57671","0,001995014"
"0,796","0,796",1,1,1,0,0,"11347,57671","0,002140161"
"0,797","0,797",1,1,1,0,0,"11347,57671","0,002125488"
"0,798","0,798",1,1,1,0,0,"11347,57671","0,002015382"
"0,799","0,799",1,1,1,0,0,"11347,57135","0,001877076"
"0,8","0,8",1,1,1,0,0,"11347,5633","0,001707305"
"0,801","0,801",1,1,1,0,0,"11347,56509","0,001446819"
"0,802","0,802",1,1,1,0,0,"11347,56866","0,001076902"
"0,803","0,803",1,1,1,0,0,"11347,57313","0,000621872"
"0,804","0,804",1,1,1,0,0,"11347,56777","0,000100713"
"0,805","0,805",1,1,1,0,0,"11347,55972","-0,000377554"
"0,806","0,806",1,1,1,0,0,"11347,55436","-0,000713263"
"0,807","0,807",1,1,1,0,0,"11347,5633","-0,000888174"
"0,808","0,808",1,1,1,0,0,"11347,57492","-0,00088729"
"0,809","0,809",1,1,1,0,0,"11347,58655","-0,000644778"
"0,81","0,81",1,1,1,0,0,"11347,58476","-0,00016673"
"0,811","0,811",1,1,1,0,0,"11347,58118","0,000515389"
"0,812","0,812",1,1,1,0,0,"11347,5785","0,001283255"
"0,813","0,813",1,1,1,0,0,"11347,58297","0,002000011"
"0,814","0,814",1,1,1,0,0,"11347,58655","0,002651066"
"0,815","0,815",1,1,1,0,0,"11347,58565","0,003230604"
"0,816","0,816",1,1,1,0,0,"11347,56598","0,003560772"
"0,817","0,817",1,1,1,0,0,"11347,54274","0,003452003"
"0,818","0,818",1,1,1,0,0,"11347,53469","0,00294392"
"0,819","0,819",1,1,1,0,0,"11347,54899","0,002199491"
